ENGLISH,OCCURENCES,ENGLISH_stem
occupation,701,occup
slipknot,196,slipknot
dock,123,dock
pier,95,pier
monterey,86,monterey
scribble,163,scribbl
memphis,468,memphi
melancholy,26,melancholi
madison,1062,madison
passenger,404,passeng
recaptured,45,recaptur
epitaph,28,epitaph
readily,183,readili
abroad,168,abroad
lp,1396,lp
pearl,984,pearl
brent,384,brent
hagar,29,hagar
pix,39,pix
defamatory,2057,defamatori
tan,687,tan
stardust,30,stardust
favourite,377,favourit
tower,2047,tower
guild,454,guild
apartheid,230,apartheid
africans,94,african
trisha,76,trisha
aria,55,aria
cricket,3659,cricket
warfare,801,warfar
insignia,523,insignia
symbiosis,39,symbiosi
taxman,67,taxman
tera,30,tera
lionel,214,lionel
whitney,248,whitney
madonna,403,madonna
steel,1447,steel
millenium,75,millenium
prey,50,prey
freestyle,246,freestyl
colony,455,coloni
absurd,251,absurd
whoa,57,whoa
genesis,218,genesi
waltz,78,waltz
teenager,75,teenag
onwards,188,onward
salvation,102,salvat
liner,128,liner
polyvinyl,28,polyvinyl
nova,999,nova
commissioned,197,commiss
lyon,207,lyon
parsons,118,parson
tales,268,tale
chants,33,chant
raven,451,raven
synthesizer,33,synthes
valley,2676,valley
jacqueline,69,jacquelin
actress,667,actress
judy,150,judi
garland,87,garland
burt,101,burt
prayer,201,prayer
dover,280,dover
walter,954,walter
kent,1389,kent
burton,375,burton
conquered,86,conquer
facto,284,facto
mainland,388,mainland
johnson,3556,johnson
eve,618,eve
greaves,26,greav
curiously,29,curious
brezhnev,77,brezhnev
christie,387,christi
lupe,36,lupe
swede,36,swede
warrior,402,warrior
princess,908,princess
saxophone,157,saxophon
heartland,52,heartland
nudity,118,nuditi
morris,1060,morri
withdraw,340,withdraw
underdogs,72,underdog
marathon,1166,marathon
outlaw,84,outlaw
safety,1802,safeti
chamberlain,320,chamberlain
herb,152,herb
dusty,142,dusti
springfield,342,springfield
butler,407,butler
eager,106,eager
lin,142,lin
fu,246,fu
connie,99,conni
romance,351,romanc
pianist,54,pianist
magician,340,magician
parenthood,28,parenthood
stiller,58,stiller
jewish,1642,jewish
motif,47,motif
tin,215,tin
si,502,si
pierce,379,pierc
solomon,300,solomon
prom,56,prom
jill,115,jill
pedal,36,pedal
cerebral,120,cerebr
postal,229,postal
marshall,918,marshal
malthus,28,malthu
dominique,81,dominiqu
lightly,2084,lightli
accuracy,654,accuraci
wine,416,wine
adequate,496,adequ
salad,166,salad
subliminal,54,sublimin
iowa,2559,iowa
advisory,545,advisori
haunted,464,haunt
mansion,160,mansion
ross,1008,ross
prelude,130,prelud
evolution,898,evolut
richardson,398,richardson
hippie,285,hippi
masterpiece,41,masterpiec
slayer,180,slayer
reign,275,reign
hailed,60,hail
triumph,270,triumph
fastest,970,fastest
turnip,163,turnip
lung,320,lung
cancer,805,cancer
overhaul,87,overhaul
verge,104,verg
bayou,31,bayou
culminating,134,culmin
concludes,81,conclud
belly,95,belli
truck,758,truck
chestnut,54,chestnut
mare,141,mare
rebirth,29,rebirth
placeholder,37,placehold
jackets,316,jacket
zeppelin,404,zeppelin
runes,69,rune
fab,34,fab
hidden,519,hidden
sidney,327,sidney
mythical,45,mythic
lucid,45,lucid
tyne,69,tyne
wear,589,wear
farewell,84,farewel
reunited,72,reunit
dew,98,dew
fifty,454,fifti
reeves,109,reev
soda,108,soda
ellen,298,ellen
seventy,141,seventi
lips,70,lip
carnival,329,carniv
bout,128,bout
schwarz,39,schwarz
appended,31,append
birch,86,birch
seminal,34,semin
pub,362,pub
royalties,35,royalti
wealthy,110,wealthi
bodyguard,41,bodyguard
sitcom,79,sitcom
sofia,188,sofia
glory,329,glori
oasis,130,oasi
enduring,223,endur
anger,368,anger
champagne,144,champagn
berwick,42,berwick
gigs,42,gig
soil,425,soil
millennium,862,millennium
guardian,384,guardian
cutter,48,cutter
trinity,551,triniti
breakout,113,breakout
gym,145,gym
exciting,231,excit
jenna,197,jenna
dewan,27,dewan
drew,1727,drew
lai,98,lai
shirley,231,shirley
nana,73,nana
romanian,319,romanian
ss,2470,ss
ny,628,ny
mozart,182,mozart
renowned,86,renown
hammersmith,32,hammersmith
palais,53,palai
riot,720,riot
shepherd,428,shepherd
lightweight,129,lightweight
rebellion,615,rebellion
violence,1576,violenc
hyped,35,hype
journalists,297,journalist
adolf,519,adolf
hitler,994,hitler
funeral,492,funer
versatile,52,versatil
transistor,144,transistor
colin,889,colin
avant,235,avant
garde,119,gard
missile,1066,missil
psychedelic,264,psychedel
unidentified,303,unidentifi
shanghai,325,shanghai
blur,46,blur
habit,138,habit
bpi,43,bpi
dire,94,dire
straits,92,strait
immaculate,55,immacul
thriller,269,thriller
spoke,315,spoke
stance,198,stanc
colonel,1769,colonel
coat,604,coat
rebel,328,rebel
predominant,34,predomin
emphasis,452,emphasi
bona,29,bona
guise,38,guis
buoy,33,buoy
coastal,452,coastal
maritime,199,maritim
treasury,165,treasuri
tug,68,tug
yak,225,yak
yin,90,yin
notoriety,51,notorieti
righteous,54,righteou
chum,41,chum
cynthia,58,cynthia
legendary,298,legendari
baritone,39,bariton
soaring,28,soar
ode,33,ode
paddy,71,paddi
ridge,871,ridg
holly,246,holli
donny,56,donni
heels,208,heel
nu,241,nu
restaurant,309,restaur
melissa,161,melissa
cameo,74,cameo
witch,339,witch
rhythmic,103,rhythmic
taiwan,1055,taiwan
colombia,2033,colombia
bonnie,221,bonni
cohesive,27,cohes
nancy,759,nanci
beastie,48,beasti
irony,136,ironi
reinforced,204,reinforc
oblivious,26,oblivi
goof,35,goof
quiet,316,quiet
overtly,27,overtli
overrun,61,overrun
multitude,56,multitud
jokingly,27,jokingli
carole,39,carol
landmark,161,landmark
tapestry,43,tapestri
smiler,27,smiler
carey,475,carey
foster,584,foster
beacon,80,beacon
winner,4274,winner
highway,767,highway
idol,449,idol
lottery,243,lotteri
countdown,116,countdown
strangers,78,stranger
imprint,44,imprint
deactivated,440,deactiv
merger,277,merger
reorganized,562,reorgan
founder,496,founder
jackie,443,jacki
miner,39,miner
goose,196,goos
rita,300,rita
coolidge,96,coolidg
arrow,462,arrow
harmony,255,harmoni
cheesy,56,cheesi
pursuit,353,pursuit
fought,1992,fought
bankrupt,48,bankrupt
wages,139,wage
wizard,269,wizard
oz,298,oz
comma,152,comma
foo,113,foo
democracy,1072,democraci
rory,823,rori
acharya,190,acharya
suspend,82,suspend
privileges,4414,privileg
forth,604,forth
straw,299,straw
stanford,709,stanford
roger,1460,roger
lame,157,lame
fancy,98,fanci
thingy,29,thingi
ot,418,ot
ar,975,ar
ea,570,ea
fiasco,70,fiasco
guilt,76,guilt
decree,129,decre
dorothy,164,dorothi
tot,31,tot
fin,102,fin
isnt,177,isnt
sued,279,su
sch,88,sch
courage,179,courag
eon,29,eon
fo,516,fo
linguist,399,linguist
academia,49,academia
likewise,244,likewis
rent,156,rent
device,698,devic
brilliant,267,brilliant
ruse,46,ruse
hr,2399,hr
arent,42,arent
fundamentalist,78,fundamentalist
cannon,467,cannon
paganism,58,pagan
christ,838,christ
kidnapping,232,kidnap
scholar,194,scholar
archaeologist,29,archaeologist
subtly,30,subtli
ph,244,ph
wan,130,wan
ancient,2487,ancient
athens,764,athen
premise,93,premis
smells,74,smell
biblical,181,biblic
uncited,599,uncit
sweeping,248,sweep
sink,84,sink
plainly,62,plainli
unilateral,85,unilater
childish,235,childish
blackmail,42,blackmail
noteworthy,247,noteworthi
laundry,67,laundri
int,113,int
gladly,67,gladli
theorist,50,theorist
freemasons,27,freemason
thee,61,thee
godspeed,30,godspe
trench,279,trench
clay,504,clay
footed,66,foot
fraudulent,70,fraudul
propoganda,37,propoganda
illustrious,33,illustri
scant,27,scant
watts,147,watt
builder,157,builder
lexicon,30,lexicon
mormons,111,mormon
bode,29,bode
rectify,35,rectifi
krishna,85,krishna
tenets,26,tenet
bogged,29,bog
buddha,151,buddha
alumni,335,alumni
seldom,51,seldom
fallacy,79,fallaci
craftsman,94,craftsman
baseless,76,baseless
misrepresentation,65,misrepresent
tendency,3581,tendenc
compelling,81,compel
honesty,59,honesti
consumption,144,consumpt
sliced,44,slice
nut,155,nut
notions,46,notion
amateurish,27,amateurish
hatchet,64,hatchet
checker,94,checker
timetable,58,timet
paranoia,65,paranoia
mastermind,58,mastermind
fugitive,93,fugit
abducted,79,abduct
dirt,176,dirt
barley,49,barley
din,121,din
ridicule,32,ridicul
hatred,146,hatr
malice,37,malic
arrogant,96,arrog
petty,334,petti
vicious,347,viciou
cruel,86,cruel
incompetent,64,incompet
vile,78,vile
fraud,306,fraud
coward,46,coward
liar,138,liar
disciples,37,discipl
legions,52,legion
implicit,58,implicit
authorship,97,authorship
stalking,71,stalk
thereof,136,thereof
fodder,29,fodder
berth,435,berth
debt,267,debt
hen,38,hen
entre,79,entr
sick,305,sick
graduate,202,graduat
hominem,58,hominem
sponsored,310,sponsor
archaeological,57,archaeolog
exaggeration,28,exagger
refereed,29,refere
grad,41,grad
purchased,359,purchas
chattanooga,93,chattanooga
adventures,481,adventur
unlimited,125,unlimit
hom,27,hom
relay,2248,relay
dealt,358,dealt
morons,54,moron
mockery,37,mockeri
endlessly,39,endlessli
ont,2510,ont
contempt,51,contempt
harshly,42,harshli
venom,87,venom
mud,198,mud
handel,54,handel
theological,72,theolog
sur,305,sur
defence,1007,defenc
entrance,379,entranc
tuition,39,tuition
laced,44,lace
lobo,29,lobo
verbal,69,verbal
vowel,34,vowel
distillation,66,distil
uncivil,184,uncivil
resort,359,resort
simpson,1797,simpson
transmission,347,transmiss
strike,3290,strike
interfere,108,interfer
plug,183,plug
lv,203,lv
mischief,67,mischief
culprit,50,culprit
router,119,router
pin,204,pin
freshmen,53,freshmen
standstill,36,standstil
torpedo,73,torpedo
legitimacy,111,legitimaci
prospect,175,prospect
peculiar,61,peculiar
typography,45,typographi
mel,832,mel
factions,146,faction
coordinates,362,coordin
div,122,div
tad,56,tad
awkward,101,awkward
prophet,199,prophet
pleasant,150,pleasant
voluntarily,83,voluntarili
unjustified,899,unjustifi
sar,365,sar
casualties,1391,casualti
lebanon,2524,lebanon
probation,115,probat
viewpoints,113,viewpoint
communist,1254,communist
genocide,483,genocid
recap,73,recap
shallow,113,shallow
incivility,59,incivil
moonlight,42,moonlight
guerilla,62,guerilla
uh,303,uh
brahma,35,brahma
calendar,2998,calendar
tropics,69,tropic
mulatto,26,mulatto
maple,1009,mapl
leaf,329,leaf
scout,472,scout
iraq,4003,iraq
outstanding,863,outstand
darn,45,darn
milo,63,milo
drat,223,drat
neighbor,74,neighbor
brat,54,brat
signatories,29,signatori
beback,680,beback
wouldnt,36,wouldnt
xmas,45,xma
armadillo,751,armadillo
conspiring,31,conspir
meditation,86,medit
consent,462,consent
za,219,za
vertigo,51,vertigo
recovery,424,recoveri
firestone,51,fireston
rubber,296,rubber
vernacular,52,vernacular
rumble,154,rumbl
fantastic,240,fantast
toll,580,toll
mart,319,mart
ing,884,ing
dust,1002,dust
superseded,62,supersed
bl,98,bl
halt,207,halt
cont,1010,cont
collapsed,420,collaps
nasty,167,nasti
patience,151,patienc
hist,186,hist
chair,394,chair
thread,302,thread
mitch,276,mitch
ness,239,ness
dudley,103,dudley
sadly,178,sadli
yep,78,yep
yer,33,yer
porn,387,porn
incidentally,176,incident
swap,102,swap
exiting,52,exit
pow,94,pow
remembrance,62,remembr
uncontroversial,38,uncontroversi
registration,278,registr
att,86,att
cab,270,cab
banter,372,banter
inherently,101,inher
void,128,void
cursory,42,cursori
attaining,50,attain
ct,302,ct
carat,44,carat
honk,78,honk
odometer,62,odomet
equipment,1468,equip
undermines,37,undermin
forgery,56,forgeri
dod,194,dod
spreadsheet,86,spreadsheet
analyzing,31,analyz
sept,286,sept
ipso,28,ipso
authenticity,59,authent
exercise,1154,exercis
judgement,199,judgement
subsections,80,subsect
bath,239,bath
gist,35,gist
sparse,52,spars
staffers,26,staffer
relocate,65,reloc
disallowed,86,disallow
intellectual,326,intellectu
gallery,843,galleri
versus,481,versu
crooked,41,crook
museum,1579,museum
spectators,323,spectat
unresolved,53,unresolv
java,330,java
stricken,70,stricken
falcon,545,falcon
forest,1475,forest
callum,31,callum
colombian,236,colombian
trough,521,trough
semitism,66,semit
zionists,67,zionist
sui,91,sui
holocaust,533,holocaust
herpes,174,herp
ridden,207,ridden
quest,238,quest
platform,743,platform
habitat,68,habitat
armenia,427,armenia
mildly,30,mildli
blind,381,blind
shove,28,shove
unrestricted,67,unrestrict
geneva,239,geneva
nerves,47,nerv
dab,180,dab
shahi,38,shahi
bearer,75,bearer
movement,2405,movement
laid,392,laid
aquarius,126,aquariu
inability,133,inabl
disadvantage,59,disadvantag
sheer,131,sheer
cohen,582,cohen
alfa,194,alfa
dealer,93,dealer
pika,108,pika
newport,422,newport
orwell,184,orwel
dial,202,dial
cheetah,254,cheetah
brochure,53,brochur
unfree,56,unfre
aviation,975,aviat
serial,508,serial
kit,419,kit
ownership,619,ownership
temple,917,templ
ft,648,ft
curly,68,curli
esoteric,35,esoter
phi,580,phi
psi,269,psi
fouled,79,foul
soum,351,soum
churchill,598,churchil
heights,698,height
spike,208,spike
eloquence,46,eloqu
slave,457,slave
driver,1938,driver
umm,112,umm
herr,343,herr
kim,1203,kim
wen,284,wen
overview,414,overview
autonomous,191,autonom
nationalists,103,nationalist
reiterated,67,reiter
raster,159,raster
rocky,468,rocki
airplane,177,airplan
balboa,124,balboa
sanity,27,saniti
partly,356,partli
deficits,30,deficit
physicists,29,physicist
blindly,51,blindli
bytes,205,byte
physician,55,physician
metric,215,metric
starlight,35,starlight
diminish,48,diminish
divergence,32,diverg
gauss,55,gauss
minus,286,minu
hypothesis,299,hypothesi
irrational,104,irrat
continuum,46,continuum
gem,58,gem
electromagnetism,52,electromagnet
unification,96,unif
dobson,75,dobson
steadily,288,steadili
momentum,365,momentum
valencia,207,valencia
beneath,174,beneath
prism,56,prism
vendor,37,vendor
rat,326,rat
gratuitous,33,gratuit
timothy,427,timothi
ubiquitous,29,ubiquit
mandated,56,mandat
unschool,98,unschool
cheng,101,cheng
drain,61,drain
bark,111,bark
picnic,38,picnic
hulk,296,hulk
watchers,33,watcher
brandon,874,brandon
catherine,297,catherin
nb,174,nb
keats,52,keat
eskimo,113,eskimo
rhetorical,40,rhetor
inline,1384,inlin
jeannette,26,jeannett
lithograph,39,lithograph
bronze,749,bronz
hair,908,hair
apprentice,92,apprentic
nav,33,nav
trainer,309,trainer
headache,83,headach
calmly,55,calmli
tossed,89,toss
bashing,40,bash
italics,564,ital
dissident,942,dissid
mather,64,mather
weapon,959,weapon
civ,28,civ
whopper,69,whopper
toy,342,toy
grenade,207,grenad
knowingly,48,knowingli
pool,1319,pool
lenient,27,lenient
quake,453,quak
rin,95,rin
invaders,65,invad
compliant,67,compliant
egregious,33,egregi
prescribed,29,prescrib
scottish,951,scottish
tangent,27,tangent
questionnaire,32,questionnair
meta,411,meta
brevity,524,breviti
lemony,63,lemoni
snicket,64,snicket
twinkle,49,twinkl
cascading,36,cascad
mercer,92,mercer
financial,1000,financi
facilitate,485,facilit
princeton,344,princeton
percentage,1349,percentag
saga,196,saga
ski,494,ski
sync,169,sync
condense,34,condens
disparage,41,disparag
entity,314,entiti
toledo,191,toledo
ease,259,eas
clogging,366,clog
gander,39,gander
impending,69,impend
fur,176,fur
miniatures,48,miniatur
surfer,88,surfer
obsolete,156,obsolet
discrimination,208,discrimin
vernon,622,vernon
med,51,med
auburn,1458,auburn
lab,304,lab
spaghetti,296,spaghetti
freelance,40,freelanc
sunday,2193,sunday
ashamed,64,asham
terra,375,terra
sailed,209,sail
naive,77,naiv
parole,44,parol
laden,446,laden
md,244,md
ribbon,160,ribbon
ropes,67,rope
portrait,458,portrait
spartan,666,spartan
poorer,35,poorer
plaza,326,plaza
baggage,90,baggag
handler,46,handler
rail,971,rail
incendiary,42,incendiari
crest,437,crest
arsenal,561,arsen
rogue,172,rogu
resistance,962,resist
deceased,239,deceas
commonwealth,1323,commonwealth
undemocratic,26,undemocrat
tokyo,1175,tokyo
evangelion,72,evangelion
vomiting,77,vomit
unwelcome,599,unwelcom
defect,45,defect
widow,114,widow
geographical,175,geograph
belive,75,beliv
ussr,600,ussr
marine,2734,marin
dali,156,dali
jake,639,jake
weber,291,weber
neapolitan,27,neapolitan
nash,534,nash
kat,515,kat
norse,109,nors
sympathetic,88,sympathet
symphony,185,symphoni
essence,100,essenc
unneeded,57,unneed
provocative,583,provoc
pimp,118,pimp
lifestyle,91,lifestyl
ignited,63,ignit
elapsed,34,elaps
settlement,413,settlement
irrespective,47,irrespect
calculus,167,calculu
financed,34,financ
elizabeth,1194,elizabeth
rice,1127,rice
aunt,86,aunt
carnage,88,carnag
regain,151,regain
iff,34,iff
midway,429,midway
airport,1844,airport
runway,215,runway
lighten,1208,lighten
fourteen,408,fourteen
illogical,74,illog
renewing,28,renew
daisy,114,daisi
elementary,510,elementari
pty,105,pti
peregrine,70,peregrin
distress,73,distress
viewer,141,viewer
karen,262,karen
dean,1095,dean
di,1145,di
filipino,326,filipino
totalitarian,57,totalitarian
scum,60,scum
inventor,118,inventor
evolving,34,evolv
safeguard,37,safeguard
raping,26,rape
sax,48,sax
litigation,42,litig
coca,413,coca
cola,460,cola
dirk,725,dirk
stole,242,stole
joseph,2751,joseph
lapsed,36,laps
wreck,171,wreck
nope,78,nope
surrender,409,surrend
badge,329,badg
imprisoned,108,imprison
nurses,60,nurs
marathi,61,marathi
squeak,87,squeak
hasty,71,hasti
anemone,42,anemon
dynasty,1040,dynasti
groom,40,groom
recipient,117,recipi
empire,2276,empir
lamp,217,lamp
municipality,484,municip
awake,33,awak
stint,76,stint
madam,101,madam
prairie,208,prairi
equine,26,equin
kona,46,kona
melbourne,1800,melbourn
gestapo,113,gestapo
straightforward,81,straightforward
evaluation,623,evalu
maverick,101,maverick
mater,84,mater
clone,105,clone
dreamy,32,dreami
stab,58,stab
carrot,217,carrot
trillion,39,trillion
tackle,534,tackl
crowder,44,crowder
quarrel,31,quarrel
worker,258,worker
ni,1130,ni
craig,1045,craig
nineties,32,nineti
activists,307,activist
dihydrogen,79,dihydrogen
monoxide,138,monoxid
tabloid,91,tabloid
garvey,141,garvey
healthy,169,healthi
spokesman,295,spokesman
pornography,420,pornographi
scandals,111,scandal
swiftly,76,swiftli
governor,1120,governor
patronage,35,patronag
custody,167,custodi
placebo,33,placebo
sorority,44,soror
bullets,464,bullet
accent,122,accent
az,204,az
alias,386,alia
cv,79,cv
nuisance,53,nuisanc
mesa,213,mesa
der,1021,der
breaker,125,breaker
deluxe,66,delux
creatures,168,creatur
lap,4085,lap
client,220,client
franchise,1719,franchis
salvage,47,salvag
gallon,60,gallon
pennsylvania,3307,pennsylvania
prev,117,prev
feasible,57,feasibl
subtract,45,subtract
port,1616,port
burner,84,burner
dialog,72,dialog
marketplace,61,marketplac
advent,157,advent
constipation,28,constip
migraine,28,migrain
instantly,160,instantli
redistributed,54,redistribut
unedited,35,unedit
foremost,73,foremost
degenerated,120,degener
slew,34,slew
vendetta,93,vendetta
extraneous,57,extran
soap,319,soap
hindsight,29,hindsight
fallout,88,fallout
magnum,163,magnum
corvus,804,corvu
debug,26,debug
supreme,952,suprem
unpublished,198,unpublish
persuasion,35,persuas
hobbies,44,hobbi
horror,388,horror
avengers,114,aveng
forensics,57,forens
zoology,58,zoolog
coil,59,coil
tara,121,tara
creed,156,creed
evanescence,71,evanesc
vanessa,237,vanessa
blake,691,blake
usable,99,usabl
rephrase,64,rephras
lex,86,lex
lisp,45,lisp
sed,42,sed
fink,346,fink
hackers,36,hacker
dyer,60,dyer
cisco,62,cisco
rack,151,rack
classroom,56,classroom
hung,241,hung
semester,71,semest
