ID,PORTUGAIS,ARABE,INTERVAL
4317,clubhouse,النادي,81
214,caramba,ييكيس,100
4964,avalon.,أفالون,78
8495,apache,اباتشي,52
211,valão,والون,100
8889,koala.,كوال,52
9513,bartlett.,بارتليت,48
14101,país,دولة,8
4835,capricórnio,الجدي,79
9678,estabilidade,المزيد,32
1707,bola fogo,كرة نارية,91
13007,reação,تفاعل,17
4682,galante,الشهم,79
8644,geográfico,جغرافي,33
6885,bowyer.,البوير,66
9568,videogames,ممر,47
12216,toyota.,تويوتا,26
3497,linha principal,الخط الرئيسي,83
7329,confinado,حبيس,49
4756,haute.,هوت,73
5110,obstáculo,عقبة,62
9266,martinez.,مارتينيز,50
12335,ás,بارع,22
9356,mito,خرافة,43
13464,henry.,هنري,14
2630,homebrew.,البيرة,90
12063,escritor,كاتب,19
5686,lowry,لورى,72
4393,ld.,ودع,81
6936,inconsistência,عدم التناقض,38
11826,tchau,وداعا,28
3528,abacate,أفوكادو,83
3717,napalm.,ناب,85
715,chique,تشيه,98
11448,voltado para,مواجهة,12
1381,linfático,الجهاز اللمفاوي,96
10763,madonna.,مادونا,38
1377,parkland,باركلاند,89
1715,cora.,كورا,94
2211,vending.,البيع,90
3313,eléctrico,نوع من القطارات,83
8283,fibrose.,تليف,57
11342,injustificada,لا مبرر له,34
5208,apressado,متسرع,75
12088,wi.,واي واي,27
2933,dido,ديدو,88
8181,rodham.,رودهام,58
929,aproveitar,تأثير ايجابي,87
3276,abraçado,احتضنت,62
8195,variantes,المتغيرات,40
2919,coburg.,كوبورغ,88
4825,miragem,سراب,79
4255,retaguarda,تسليح,82
7215,tiranossauro,tyrannosaurus.,63
2702,binômio,binomial,89
5448,espúrio,زائف,75
2087,clio.,كليو,92
1647,simétrico,متماثل,82
10062,desqualificado,غير مؤهل,42
5425,bighorn.,قرن كبير,75
11368,estojo,stouter.,34
725,têxteis.,المنسوجات,63
14406,na direção,باتجاه,12
5238,catchpole.,حافل,76
13550,5 ª,5th.,13
10867,de repente,فجأة,38
12450,pato,بطة,20
1484,macacão,بذلة,95
10277,intelectual,مفكر,38
4310,handicap.,عائق,65
1384,inflamável,llammable.,91
12943,de quem,ملك من,19
14133,vida,حياة,10
2224,kaif.,كايف,91
7397,tara,تارا,62
2374,bolinho,كاب كيك,90
6002,kama,كاما,72
14438,iniciado,بدأت,7
4787,woodbury,وودبيري,79
4737,farina,فرين,78
8758,magnético,مغناطيس,35
12180,maciço,جسيم,25
14329,cobrar,تكلفة,14
1909,ansiosamente,بلهفة,93
2824,lanoso,صوفي,88
11909,bubba.,بوبا,29
4969,gonzo.,جونزو,78
11251,anão,قزم,33
3275,cavendish,كافنديش,87
5698,miscelânea,المنوعات,73
6063,distorção,تشوه,43
3410,água fresca,مياه عذبة,87
10439,vicioso,وحشي,41
9375,polvo,أخطبوط,49
6488,deformado,مشوه,58
8568,fowler.,الصياد,55
13517,impresso,طبعة,11
10426,baga,باتر,39
3959,castanha,كستناء,82
8473,clareza,وضوح,55
788,pogo.,بوجو,98
7834,sylvia.,سيلفيا,60
5043,maltês,المالطية,77
5310,jamaicano,جامايكية,74
12383,manutenção,اعمال صيانة,25
14515,chicago,شيكاغو,11
4038,ária,آريا,68
9747,quarterbacks.,قورتربك,14
2716,chantagem,ابتزاز,84
11766,afortunado,سعيد الحظ,30
863,saturação,التشبع,62
1787,apóstrofos,apostrophes.,67
11973,nancy,نانسي,28
2694,bule,ابريق الشاي,90
6342,snoop,تجسس,67
7025,depleção,نضوب,49
11596,rex.,ريكس,32
12804,olho,عين,15
13546,costa,ساحل,13
14080,características,سمات,9
8521,despachou,أرسل,46
5682,mamilo,حلمة الثدي,68
3629,ashanti.,أشانتي,85
5117,woodland.,الغابات,63
1073,bayou.,بايو,96
14330,preto,أسود,10
7242,melamina,الميلامين,63
8926,bicho-preguiça,كسل,52
5809,medalhista,ميدالي,57
1492,urbana.,اورانا,95
13628,pólo,عمود,12
4672,manuscritos,مخطوطات,61
2109,ampliar,وسع,60
106,bário,الباريوم,100
13307,escrevi,كتب,15
14407,esperar,يتوقع,11
9637,varrendo,كنس,28
10418,máfia,المافيا,41
10743,linguista,اللغوي,31
1600,dínamos,ديناموس,53
3398,quintal,الفناء الخلفي,87
4834,bindi.,بيندي,78
13111,q.,س:,17
391,vida após a morte,الآخرة,100
10878,albany.,ألباني,38
13722,privilégios,الامتيازات,11
7781,florescer,إزهار,59
9579,tango,رقصة التانغو,47
11063,cola,الكولا,37
1520,antiético,غير اخلاقي,94
6237,respeitosamente,باحترام,11
12173,onze,أحد عشر,27
577,absurdo,غير مسباف,97
3071,estadista,سيولي سايد,88
7991,transistor,الترانزستور,56
837,excesso de peso,زيادة الوزن,98
6538,arrogante,متكبر او مغرور,60
4303,insubstituível,لا يمكن الاستغناء عنه,80
13133,debate,النقاش,14
9131,arquimedes,الأرشيميد,51
10810,sacrifício,تضحية,37
13173,secundário,ثانوي,17
1774,paralaxe,منظرا,92
383,brunel,برونيل,100
7680,masturbação,الاستمناء,56
3010,indiscriminadamente,بشكل عشوائي,45
9618,azevinho,هولي,46
14097,reunião,مقابلة,10
10168,meteorológico,الأرصاد الجوية,33
8383,melissa.,ميليسا,56
4023,categorização,التصنيف,27
1551,engle.,إنخر,91
62,escavador,حفار,89
369,hadron,هادرون,100
4105,sakai.,ساكاي,83
2347,parceiros,بلاد,55
5670,gras.,غرا,74
10550,sar.,سار.,40
2091,swank,سوانك,92
3877,deslizando,مزلق,72
14463,tentar,يحاول,6
2380,criptografia.,تشفير,91
2162,mal interpretado,سوء تفسير,72
8324,conduto,قناة أو أنبوب أو ترعة,56
13416,popular,جمع,13
3277,hed.,هيد,87
5273,teológico,اللاهوتي,53
12657,indianapolis.,انديانابوليس,22
14312,posição,موضع,6
6274,wac.,واك,70
7592,evidentemente,من الواضح,11
432,amani.,أماني,100
12349,histórico,تاريخي,13
5373,indochina,الهند الصينية,76
7325,espadas,السيوف,33
4555,flav.,فلاف,80
13291,nação,الأمة,7
6348,cobalto,الكوبالت,69
5004,divide,الانشقاقات,18
2978,siena.,سيينا,88
6087,disposição,استعداد,71
5822,casar,تزوج,38
5335,valente,الشجاع,75
2638,arqueiros,الرماة,57
11934,jamaica,جامايكا,29
10058,dedução,المستقطع,35
11594,viagem,رحلة قصيرة,28
13299,conheceu,التقى,12
6779,textura,الملمس,59
14262,corporativo,شركة كبرى,16
8337,suburbano,من الضواحى,56
3154,não afetado,لا تتأثر,88
11317,batido,مطرد,23
9597,rouba,يسرق,31
8257,animais selvagens,الحيوانات البرية,57
5213,mais barato,أرخص,76
4016,magma,ماجمة,83
14119,pegou,أخذ,8
3147,culver,كولفر,88
7832,dickens.,ديكنز,60
11602,dicionário,قاموس,31
12217,watson.,واتسون,26
12422,engraçado,مضحك,24
6876,tundra,التندرا,66
11889,venezuela,فنزويلا,29
8853,teatral,مسرحية,51
2035,berçário,حضانة,92
6375,desorganizado,disormanized.,68
12998,multar,بخير,17
10041,astronomia,الفلك,44
10427,estábulo,مستقر,39
12844,maryland,ماريلاند,20
8899,ensinou,يعلم,52
5871,waugh.,ووه,72
478,trifosfato,triphoshosphfes.,99
38,equine,فرسي,98
1478,água salgada,ماء مالح,95
4721,meia temporada,منتصف الموسم,79
2642,homeopatia,علاج بالمواد الطبيعية,90
6746,mobiliário,أثاث المنزل,67
1126,bannister.,بانيستر,96
484,paternidade,الأبوة,99
7920,viewer.,مشاهد,35
14365,homens,رجال,9
9980,reconstrução,إعادة الإعمار,38
3148,puget.,بوتشيت,88
11037,redundante,متكرر,34
1243,orgulhosamente,بفخر,96
6982,mais suave,ليونة,65
7368,osi,ووس,62
13012,desfeito,عدل,19
648,yali.,يالي,99
13449,a sério,عنجد,14
5727,cocos.,كوكوس,52
2431,heelers.,هياة,91
12853,samoa.,ساموا,20
3874,atalho,الاختصار,76
1213,não provocado,غير متوفر,96
6568,refazer,طبعة جديدة,64
58,limonada,عصير الليمون,100
11179,banyan.,بانيان,35
2407,germinação,إنبات,89
14124,relatórios,التقارير,5
3461,glace,غلاف,87
8723,assassino,القاتل,53
1943,calmaria,هدوء مؤقت,90
8336,lição,درس,46
1955,léxico.,معجم,88
7020,amã,عمان,65
2078,nitroso,النيتروز,92
4138,todo-poderoso,عز وجل,82
11270,progressivo,تدريجي,17
12556,arroz,أرز,23
10825,sem sentido,بلا هدف,38
884,boa sorte vá com deus,godspeed.,97
1506,égide,ايجيس,95
373,micose,سعفة,100
13428,ford.,معقل,14
2241,gonorréia,السيلان,91
5328,acima de tudo,قبل كل شيء,76
9592,militante,متشدد,29
13604,esportes,رياضات,11
12937,suficiente,كاف,15
12420,alguém,شخص ما,25
11879,rs.,روبية,29
6535,fútil,غير مجدي,59
13672,inteira,كامل,12
13361,modelo,نموذج,12
8342,magna.,ماجنا,56
12903,oakland,أوكلاند,20
1936,coronet,الإكليل,89
11076,músicos,الموسيقيين,22
2894,atroz,attrocious.,88
6125,sem mente,الطائش,70
11680,salem.,سالم,31
8838,corajoso,شجاع,23
1672,cipriota.,قبرصي,90
8689,tristemente,للأسف,54
13115,egito,مصر,17
4996,dewitt.,ديويت,78
4135,prisma,نشور زجاجي,82
2278,cuco,الوقواق,90
10135,versalhes.,فرساي.,43
704,nacho,ناتشو,98
14364,reagan,ريغان,34
8574,mais leve,ولاعة,54
6592,covarde,كرافن,68
7816,verifique novamente,إعادة فحص,60
8881,pulitzer,بوليتزر,53
2406,antissocial,المعاد الاجتماعي,91
6443,meio dia,منتصف النهار,68
559,catskill.,كاتسكيل,99
13410,atormentar,هاري,12
14049,recente,مؤخرًا,5
7951,penúltimo,قبل الأخير,59
3578,teórico,النظرة,57
85,hora de sonhar,وقت الحلم,100
13292,jordânia,الأردن,16
12256,thompson.,طومسون,26
11686,nova iorque,أيمن,31
13296,nebraska.,نبراسكا,16
1088,feminino,المؤنث,94
13736,república,جمهورية,12
7382,frustrante,محبط,7
12079,jardim,حديقة,22
5745,reaberto,أعيد فتحه,62
10658,agenda,جدول أعمال,38
13618,bater papo,دردشة,12
6193,havent.,هافنت,70
3038,tomilho,زعتر,88
9213,disciplina,انضباط,34
9485,infantil,طفولي,48
11244,cardeal,أساسي,15
11309,pinguim,البطريق,24
4666,inflamado,اشتعلت,55
7611,desencadeado.,العنان,58
5936,não-alto-circuito,uncopyriger.,72
1051,boldin.,بوندين,97
8718,chapéus,القبعات,26
5627,metoxi.,ميثوكسي,74
13355,por pouco,تقريبا,15
10829,humanitária,إنساني,38
13255,escrivaninha,طاولة مكتب,16
14234,privado,خاص,10
11777,licenciamento,الترخيص,10
9621,conselheiro,عضو مجلس,45
5228,artrite,التهاب المفاصل,76
5556,crocante,هش,69
2240,sane.,عاقل,91
7191,prostituta,عاهرة,62
11874,conselho,ينصح,20
7629,amish,أميش,62
10033,gorila,غوريلا,43
13211,yankees.,يانكيز,13
9511,erin.,ايرين,48
2358,dessalinização,تحلية المياه,90
7525,disjuntor,قاطع,49
11113,argélia,الجزائر,36
6164,cachoeira,شلال,67
9194,intacto,متصل,50
8371,thatcher.,تاتشر,56
7678,hatchback.,هاتشباك,56
7299,montevidéu,مونتيفيديو,63
8150,fixture.,لاعبا اساسيا,42
13876,governo,حكومة,9
10812,recife,الشعاب المرجانية,38
11794,travis.,ترافيس,30
3778,eletromagnetismo,الكهرومغناطيسية,46
6856,dataline.,خط التاريخ,66
9550,antártica,أنتاركتيكا,48
13139,manhã,صباح,17
7312,napier.,نابير,63
1745,liang.,ليانغ,93
4261,homicídio,القتل,72
2726,fertil,خصب,54
12453,trabalho,العمل,23
6096,projétil,قذيفة,57
10285,eu no,لحم,41
9253,pista,مدرج,47
13911,ela,هي,11
7095,galloway.,غالواي,64
12436,alívio,ارتياح,24
10025,harlem.,هارلم,44
8485,parede de pedra,حائط حجارة,55
1969,epistemologia,نظرية المعرفة,87
9887,marx.,ماركس,45
11888,yahoo.,ياهو.,29
11570,manitoba.,مانيتوبا,32
2720,incendiário,حارقة,87
10680,decisão,حكم,7
7831,ornitorrinco,خلد الماء,60
10195,kirby.,كيربي,42
3145,drruze.,درزي,88
8295,saxofone,ساكسفون,56
8084,maçonaria,الماسونية,58
5476,ike.,ايك,75
10219,choque,اشتباك,31
6734,damasco,دمشق,67
9038,manto,عباءة,51
10387,aviadores,الطيارين,41
2755,luxúria,شهوة,85
13689,michigan,ميشيغان,12
2998,super-heróis,ابطال خارقين,60
12926,rico,ثري,19
8619,cozinha,مطبخ,41
11768,abraão,إبراهيم,30
4807,desova,تفرع,43
7429,ster.,ستر,62
1977,separatistas,الانفصاليين,66
12004,níveis,المستويات,11
12348,folhetos,المسافرين,24
11319,alice,أليس,34
6721,inerentemente,متأصل,54
2170,cônsul,القنصل,62
2686,iglu,المبني القبني,90
9238,lionel.,ليونيل,50
11233,duelo,مبارزة,33
13910,desde,منذ,7
10628,ensino,تعليم,29
11722,hudson,هدسون,31
229,dispersão,تشتت,46
2212,abreviado,أخرق,87
12918,alvo,استهداف,13
2853,fourier.,فورييه,88
13093,argentina,الأرجنتين,18
11861,profundidade,عمق,29
2841,cocker.,دلل,88
2591,documentários,الافلام الوثائقية,33
9992,bolsa de estudo,منحة دراسية,42
5460,pam.,بام,75
14467,discutido,مناقشة,6
483,polivinil,بولي فينيل,99
8339,perseguição,اضطهاد,51
3377,beastie.,بيستي,85
9767,plantas.,النباتات,15
6977,apareceu,برزت,19
12934,fred.,فريد,19
5856,lea,لربيا,71
8905,emmy.,إيمي,52
13136,sexo,الجنس,17
4678,proibir,حرم,62
9219,gangster,رجل عصابة,48
13927,semana,أسبوع,9
13138,chute,ركلة,12
4148,roadrunner.,نقار الخشب,74
12593,embalagem,التعبئة والتغليف,20
5884,cunha,وتد,68
9250,crânio,جمجمة,48
8737,depreciativo,مهينة,54
953,pétalas,بتلات,90
1505,basset.,الباسط,95
13324,discordo,تعارض,14
11925,carregada,متهم,14
6484,instalar,ثبيت,22
13705,andrew.,أندرو,12
5819,preservando,المحافظة على,28
1205,quan.,شيوع,96
5770,boa,أفعى,72
5979,ambicioso,طموح,70
227,cosmetologia,التجميل,100
11177,transporte,خدمة النقل,35
7079,mirza.,ميرزا,64
12913,fila,صف,18
1027,plácido,losid.,97
908,tod.,تود,97
8839,não vai,متعود,53
12803,estrada de ferro,سكة حديدية,19
1110,reagrupados,regrouped.,80
28,difração,الانحراف,100
11293,coliseu,كوليزيوم,34
14428,apoia,يدعم,8
14053,oeste,الغرب,8
9224,volta completa,الظهير,44
11231,patrulha,دورية,25
14439,através da,عبر,9
11631,pl.,راجع,31
6613,sable.,سابل,67
6230,absolvido,برأت,69
7597,pá,بأسمائها,55
12716,técnico,تقني,15
9402,postal,بريدي,49
13054,espera,معلق,12
14335,ótimo,عظيم,8
8755,sequela,تتمة,49
6254,empregada,خادمة,67
10499,holden,هولدن,40
6596,proto.,بروتو,68
5082,servo,خادم,57
600,neturnshirt.,قميص النوم,99
12306,palestina,فلسطين,26
8610,uvas,العنب,43
3865,melódico,حلي,83
8985,elaborar,توضيح,44
14059,unidade,وحدة,6
4041,gauss.,غوس,83
11221,fundador,مؤسس,32
14322,conversas,محادثات,5
5684,ancora,زاهدة,74
11155,aventuras,مغامرات,26
13118,un,الأمم المتحدة,17
11652,equivocado,مخطئ,31
10136,seda,الحرير,42
4309,plainfield,بلينيلد,82
6933,leipzig.,لايبزيغ,66
10086,canguru,كنغر,41
13063,polônia,بولندا,18
1621,poliestireno,البوليسترين,94
2499,hipotermia,انخفاض حرارة الجسم,90
3358,urinário,البولية,87
7943,língua,لسان,56
9551,dalai,الدالاي,48
13839,a,أ,5
3399,desmantelado,تفكيكها,70
11474,beber,يشرب,25
6519,esclerose,التصلب,69
6674,rodman,رادمان,67
6144,ramadã,رمضان,71
9184,analógico,التناظرية,39
14183,festa,حزب,9
6966,desfavorável,غير ملائمة,64
12409,intitulado,مستحق,24
6163,reabilitação,إعادة تأهيل,62
9463,coe.,كوم,48
8586,rasgado,تمزقها,55
9991,consequentemente,بالتالي,23
338,yon.,منا,100
9386,búlgaro,البلغارية,46
838,blas.,بليضا,98
5232,espontâneo,من تلقاء نفسها,69
8129,fiat.,فيات,58
9951,nike.,نايك,44
830,curral,زرب، جمع، رتب، طوق,95
14482,por que,لماذا,7
4330,grimes.,غرايمز,79
4903,rena,الرنة,78
1617,martens.,مارتنز,89
9654,mensageiro,رسول,45
7884,isabella.,إيزابيلا,60
6212,microrganismo,الكائنات الحية الدقيقة,69
7108,incompreendido,يساء فهمها,64
9287,kay.,كاي,49
3448,pug,سكل,82
631,sem cortes,غير مختصر,99
8805,sinfonia,سمفونية,52
8303,tate,تيت.,56
11042,marlin.,مارلين,29
8824,comerciante,تاجر,47
5015,endócrino,الغدد الصماء,77
3513,assimilação,الاستيعاب,74
2197,luz solar,ضوء الشمس,91
4526,apelidos,الأبطن,38
9329,morador,ساكن,48
10097,escolta,مرافقة,36
4024,clivar.,اندلاع,74
523,gables,الجملونات,75
3327,lashkar.,لاشكار,87
3493,cintilação,وميض,86
7223,conector,موصل,60
