ID,ENGLISH,OCCURENCES,ENGLISH_stem,JAPAN,PORTUGAIS,KOREAN,RUSSIAN,DANOIS,POLONAIS,FRENCH,SPAIN,DEUTSCH,CHINESE,TURC,ARABE,HINDI
3017,coronado,44,coronado,コロナド,coronado,코로나도,коронадо,coronado.,Coronado.,coronado,coronado,Koronado,科罗纳多,korono,كورونادو,कोरोनाडो
3018,cavity,44,caviti,穴,cavidade,공동,полость,hul,wgłębienie,cavité,cavidad,Hohlraum,腔,boşluk,تجويف,गुहा
3019,levin,44,levin,levin.,Trovão,번갯불,левин,Levin.,levin.,levin,Levin,Levin,莱文,levin,ليفين,वज्र
3020,detergent,44,deterg,洗剤,detergente,세정제,моющее средство,vaskepulver,detergent,détergent,detergente,Waschmittel,洗涤剂,deterjan,منظف,डिटर्जेंट
3021,loy,44,loy,l.,LOY.,루이,лоя,loy.,Loy.,loyer,ley,loy.,loy,loy,لوي,लॉय
3022,barracuda,44,barracuda,バラクーダ,barracuda.,바라쿠다,Барракуда,barracuda.,barakuda.,barracuda,barracuda,Barrakuda,梭鱼,barracuda,باراكودا,बाराकुडा
3023,arras,44,arra,arras.,arras.,아라스 천,арас,Arras.,arras,arras,tapiz,Arras.,arras.,aralık,Arras.,लटकता हुआ परदा
3024,slain,44,slain,スレイン,morto,죽은 것,убийство,slam,zabity,tuer,matanza,spöttisch,sl,katılmak,قتلى,मारे गए
3025,lehr,44,lehr,リーレーリー,lehr.,lethr.,lehr.,lehr.,lehr.,lehr,lehr,Lehr,Lehr.,lehr,مهر,लेहर
3026,aet,44,aet,a,AET.,Aet.,америка,AET.,aet.,aet,aet,Aet,AET.,aet,أطر,एईटी
3027,bleachers,44,bleacher,漂白剤,Bleachers.,표백하는 사람,лечебники,blekere.,wybielacze,gradins,graderío,Tribünen,漂白剂,çamaşır suyu,المبيضات,ब्लीचर्स
3028,topaz,44,topaz,トパーズ,topázio,황옥,топаз,topaz.,topaz,topaze,topacio,Topas,黄玉,topaz,توباز,टोपाज़
3029,zapatero,44,zapatero,ザパテロ,zapatero.,Zapatero.,Zapatero.,zapatero.,Zapatero.,zapatero,Zapatero,Zapatero.,Zapatero.,zapero,Zapatero.,जापाटेरो
3030,pronoun,44,pronoun,代名詞,pronome,대명사,местоимение,stedord,zaimek,pronom,pronombre,Pronomen,代词,zamir,ضمير,सवर्नाम
3031,rajput,44,rajput,rajput.,rajput.,rajput.,rajput.,Rajput.,rajput.,rajput,rajput,Rajput.,Rajput.,rajut,rajput.,राजपूत
3032,flo,44,flo,フロン,flo.,플로어,фло,flo.,flo.,flo,flojo,fliegen,弗洛,flo,وافر,फ़्लो
3033,piccolo,44,piccolo,ピッコロ,flautim,피콜로,пикколо,piccolo.,pikolo,piccolo,piccolo,Piccolo.,Piccolo.,piccolo,بيكولو,छोटा पियानो
3034,auditor,44,auditor,監査人,auditor,감사,аудитор,Auditor.,rewident księgowy,Auditeur,auditor,Abschlussprüfer,审计员,denetçi,مدقق حسابات,लेखा परीक्षक
3035,citable,44,citabl,cit cit,cócegas,시력있는,свидетельствующий,citable.,klimatywny,cible,citado,zitierbar,宜乐,kibar,clatable.,सजीव
3036,jacoby,44,jacobi,ヤコビー,Jacoby.,자코 코트,якоби,Jacoby.,jacoby.,jacoby,jacoby,Jacoby,雅各布,jacoby,جاكوبي,जैकोबी
3037,pretoria,44,pretoria,プレトリア,Pretória,프리토리아,претория,Pretoria.,Pretoria,pretoria,Pretoria,Pretoria,比勒陀利亚,pretoria,بريتوريا,प्रिटोरिया
3038,sunfish,44,sunfish,サンフィッシュ,Sunfish,수양,солнечность,Sunfish.,słoneczna ryba,sunfish,pez solar,Sonnenfische,太空鱼,güneş balığı,سمك البحر,सनफिश
3039,thyme,44,thyme,タイム,Tomilho,백리향,тимьян,timian,tymianek,thym,tomillo,Thymian,百里香,Kekik,زعتر,अजवायन के फूल
3040,masonry,44,masonri,石積み,alvenaria,석공 직,кирпичная кладка,murværk,kamieniarstwo,maçonnerie,albañilería,Mauerwerk,石工,duvarcılık,الماسونية,चिनाई
3041,caprice,44,capric,カプリツェ,capricho,변덕,каприз,Caprice.,kaprys,caprice,Capricho,Laune,任性,caprice,caprice.,मौज
3042,quadrant,44,quadrant,四分円,quadrante,사분면,квадрант,kvadrant,kwadrant,quadrant,cuadrante,Quadrant,象限,çeyrek,رباعي,वृत्त का चतुर्थ भाग
3043,jug,44,jug,j j,jarro,조끼,кувшин,jug.,dzbanek,cruche,jarra,Krug,壶,sürahi,إبريق,सुराही
3044,dalt,44,dalt,d d,dalt,달자,дальт,DALT.,dalt.,dalton,dalt,dürfen,达尔特,boşaltmak,DALT.,टालना
3045,bridgeman,44,bridgeman,ブリッジマン,bridgeman,브리지먼,Bridgeman.,Bridgeman.,Bridgeman.,bridgeman,hombre del puente,Bridgeman.,Bridgeman.,bridgeman,bridgeman,ब्रिजमैन
3046,nightfall,44,nightfal,night,anoitecer,해질녘,ночью,Nightfall.,zmrok,tombée de la nuit,anochecer,Einbruch der Dunkelheit,黄昏,akşama,حلول الظلام,सांझ
3047,fila,44,fila,フィラピー,fila.,필라사,Fila.,fila.,fila.,fila,fila,fila.,fila.,file,فايت,फिला
3048,crafter,44,crafter,cr,construtor,크래피터,ремесленник,crafter.,rzemieślnik,catrable,ardiente,raffer,烙,ustalık,كرافتر,क्राफ्टर
3049,cauldron,44,cauldron,釜,caldeirão,가마솥,котел,kedel,Kociołek,chaudron,caldera,Kessel,釜,kauldron,مرجل,हंडा
3050,aura,44,aura,オーラ,aura,영기,аура,aura.,aura,aura,aura,Aura,Aura.,aura,هالة,आभा
3051,thistle,44,thistl,アザミ,cardo,엉겅퀴 훈장,чертополох,Thistle.,oset,chardon,cardo,Distel,蓟,thistle,ثيسل,थीस्ल
3052,boh,44,boh,bo,boh.,우우,боевик,BOH.,boh.,Boh,boh,Boh,bo,boh,بوم,वाह
3053,standoff,44,standoff,スタンドオフ,Stontoff.,대치 상태,противостояние,Standoff.,standoff.,impasse,punto muerto,Abstand,支持,göze çarpmak,المواجهة,गतिरोध
3054,merv,44,merv,メーバー,merg,자세한 사람,мер,Merv.,Merv.,mières,mancha,Merv,m,merv,ميرف,मर्व
3055,keynote,44,keynot,基調,Keynote.,기조,ключевой,Keynote.,myśl przewodnia,clés,fundamental,Keynote,基调,kelebek,keynote.,मुख्य भाषण
3056,handoff,44,handoff,渡す,não interferir,핸드 오프,передавать,Handoff,rękojeść,remise,manos libres,weiterleiten,不可触摸,dokunma,تسليم,सौंपना
3057,bartholomew,44,bartholomew,Bartholoomew,Bartholomew.,바르돌로메이트,Варфоломей,BARTHOLOMEW.,Bartłomiej,Bartholomew,Bartolomé,bartholomew.,巴塞洛缪斯,Bartholomew,بارثولوميو,बर्थोलोमेव
3058,cardstock,44,cardstock,カードストック,cartolina,Cardstock.,картсток,cardstock.,karton,cartonné,cartulina,Kakungsstock,卡片,cardstock,كاردستوك,कार्डस्टॉक
3059,temporal,45,tempor,一時的に,temporal,일시적인,височный,Temporal.,czasowy,temporel,temporal,zeitlich,颞,geçici,زمني,लौकिक
3060,vehemently,45,vehement,激しく,veementemente,격렬한,яростно,voldsomt,gwałtownie,avec véhémence,con vehemencia,vehement,强烈,şiddetle,بشدة,जोरदार
3061,angular,45,angular,角に,angular,모난,угловой,vinkel.,kątowy,angulaire,angular,eckig,棱角,açısal,الزاوي,कोणीय
3062,dy,45,dy,dy,dy.,다이,девочка,D y,dy,dys,dy,Dy.,dy,dey,دمية,डीवाई
3063,triceratops,45,triceratop,トレリセラトップ,triceratops.,Triceratops.,Трицератопс,Triceratops.,triceratops.,tricératops,triceratops,Triceratops,三角一代,triceratops,triceratops.,triceratops
3064,sapphire,45,sapphir,サファイア,safira,사파이어,сапфир,safir,szafir,saphir,zafiro,Saphir,蓝宝石,safir,الياقوت,नीलम
3065,chimney,45,chimney,煙突,chaminé,굴뚝,печная труба,skorsten,komin,cheminée,Chimenea,Schornstein,烟囱,baca,مدخنة,चिमनी
3066,kabbalah,45,kabbalah,カバラ,Cabalá.,밀교,каббала,kabbalah.,Kabała,cabale,kábala,Kabbala,Kabbalah.,kabala,كابالا,दासता
3067,horner,45,horner,ホーナー,horner,호랑이,господство,Horner.,horner.,hornière,horno,Horner,霍尔,horner,هورنر,होर्नर
3068,implicitly,45,implicitli,暗黙のうちに,implicitamente,암묵적으로,неявно,implicit,niejawnie,implicitement,implícitamente,implizit,隐含,dolaylı olarak,بشكل ضمني,उलझाव से
3069,centimetres,45,centimetr,センチメートル,centímetros,센티미터,сантиметры,CENTIMETERS.,cm,centimètres,centímetros,Zentimeter,厘米,santimetre,سنتيمتر,centi मीटर की दूरी पर
3070,fundamentals,45,fundament,基本,fundamentos,펀더멘탈,основы,Fundamentals.,fundamentals.,fondamentaux,fundamentos,Grundlagen,基础知识,temeller,أساسيات,बुनियादी बातों
3071,connotations,45,connot,為替,conotações.,의미,коннотация,konnotationer,konotacje,connotations,connotaciones,Konnotationen,内涵,çağrıştırma,دلالات,अथर्
3072,stateside,45,statesid,states states,estadista,아메리카 본국,состояние,Stateside.,Stanowsek,état d'État,en los Estados Unidos,statisch,是的,devlet tarafı,سيولي سايد,स्टेटसाइड
3073,almond,45,almond,アーモンド,amêndoa,아몬드,миндаль,mandel,migdałowy,amande,almendra,Mandel,杏仁,badem,لوز,बादाम
3074,transaminase,45,transaminas,トランスアミナーゼ,transaminase.,Transaminase.,трансаминазу,transaminase,transaminaza.,transaminase,transaminasa,Transaminase,转氨酶,transaminaz,transaminase.,ट्रांज़ैमिनेज़
3075,recaptured,45,recaptur,再捕獲された,recapturado,다시 붙잡힌,повторно,recapted,odzyskany,recapté,recapturado,wieder aufgenommen,重新夺回,tekrarlayan,recaptured.,पुनः कब्जा
3076,mythical,45,mythic,神話,mítico,신화의,мифический,mytisk,mityczny,mythique,mítico,mythisch,神话,efsanevi,أسطوري,कल्पित
3077,lucid,45,lucid,ルシッド,lúcido,맑은,ясный,klar,przejrzysty,lucide,lúcido,luzid,leucid.,berrak,لوكيد,स्पष्ट अर्थ का
3078,typography,45,typographi,タイポグラフィ,tipografia,타이포그래피,типография,typografi.,typografia,typographie,tipografía,Typografie,排版,tipografi,الطباعة,टाइपोग्राफी
3079,darn,45,darn,dar dar,danificar,꿰매다,штопать,darn.,cerować,Zut,maldito,verflixt,凡,lanet,الرتق,शाप दिया हुआ
3080,xmas,45,xma,クリスマス,Xmas.,크리스마스,рождество,xmas.,Boże Narodzenie,Noël,Navidad,Weihnachten,圣诞节,noel,عيد الميلاد,क्रिसमस
3081,defect,45,defect,欠陥,defeito,결함,дефект,defekt,wada,défaut,defecto,Defekt,缺点,kusur bulmak,خلل,दोष
3082,subtract,45,subtract,減算する,subtrair,덜다,вычесть,trække fra,odejmować,soustraire,sustraer,subtrahieren,减去,çıkarmak,طرح او خصم,घटाना
3083,lisp,45,lisp,舌足らずの発音,lisp.,리프츠,лишать,lisp.,seplenienie,zézayer,ceceo,lispeln,Lisp.,lisp,lisp,तुतलाना
3084,ulcer,45,ulcer,潰瘍の,úlcera,궤양,язва,mavesår,wrzód,ulcère,úlcera,Geschwür,溃疡,ülser,قرحة,व्रण
3085,wreath,45,wreath,花輪,guirlanda,화환,венок,kranse,wieniec,couronne,guirnalda,Kranz,花圈,çelenk,إكليل,माला
3086,disclose,45,disclos,開示,divulgar,드러내다,раскрывать,afsløre,ujawniać,divulguer,revelar,offenlegen,透露,açıklamak,الكشف عن,खुलासा
3087,devoid,45,devoid,devう,desprovido,결여 된,лишенный,blottet,pozbawiony czegoś,dépourvu,vacío,entzündet,缺席,yoksun,خالية,रहित
3088,fiery,45,fieri,燃える,fogosa,불 같은,огненный,Fiery.,ognisty,ardent,ardiente,feurig,火热,fiery,ناري,उग्र
3089,blender,45,blender,ブレンダー,liquidificador,믹서기,блендер,Blender.,mikser,mixeur,licuadora,Mixer,搅拌机,blender,الخلاط,ब्लेंडर
3090,casper,45,casper,カシューター,Casper.,캐스퍼,каспер,Casper.,Kacper,coupé,casero,Kasper,卡斯珀,Casper,كاسبر,कैस्पर
3091,mensch,45,mensch,メンチ,Mensch.,멘제치,менш,mensch.,mensch.,mensch,muñeca,Mensch,森林,Mensch,مينش,मेन्च
3092,northumbrian,45,northumbrian,北朝鮮,Northumbrian,노스 뮤 브리아,Нортумбрийский,Northumbrian.,Northumbrian.,Northumbrian,norte,Northumbrian.,诺福利亚语,Northumbrian,Northumbrian.,नाथब्रियन
3093,valves,45,valv,弁,válvulas,밸브,клапаны,ventiler.,zawory,vannes,válvulas,Ventile,阀门,vanalar,الصمامات,वाल्व
3094,necessitated,45,necessit,必要とされている,necessário,필요하다,потребовалось,nødvendiggjort.,potrzeba,nécessité,requerido,erforderlich,需要,gerekli,استلزم,आवश्यक हो
3095,commencing,45,commenc,開始しました,começar,흥분하다,начало,påbegyndt,rozpoczęcie,commencement,que comienza,beginnend,开始,başlamak,بدء,शुरू
3096,torque,45,torqu,トルク,torque,토크,крутящий момент,drejningsmoment.,moment obrotowy,couple,esfuerzo de torsión,Drehmoment,扭矩,tork,عزم الدوران,टॉर्कः
3097,punta,45,punta,プンタ,punta.,푼타,пунда,Punta.,punta.,punta,punta,Punta,蓬塔,punta,بونتا,पुंटा
3098,disapproval,45,disapprov,不承認,desaprovação,난색,неодобрение,misbilligelse,dezaprobata,désapprobation,desaprobación,Missbilligung,不赞成,onaylamama,الرفض,अस्वीकृति
3099,rodeo,45,rodeo,ロデオ,rodeio,로데오,родео,rodeo.,rodeo,rodeo,rodeo,Rodeo,牛仔竞技,rodeo,روديو,रदेऊ
3100,hijacked,45,hijack,ハイジャックされました,seqüestrado,납치범,угнал,Hijacked.,porwanie,détourné,secuestrado,entführte,劫持,kaçırmak,اختطفت,अपहरण
3101,kosher,45,kosher,kher,kosher.,적법한,кошерство,kosher.,koszerny,kascher,comestible según la ley judía,koscher,犹太犹太人,Koşer,كوشير,कोषेर
3102,hexadecimal,45,hexadecim,16進数,hexadecimal,16 진수의,шестнадцатеричный,hexadecimal.,szesnastkowy,hexadécimal,hexadecimal,hexadezimal,十六进制,onaltılık,السداسي عشري,हेक्साडेसिमल
3103,shrink,45,shrink,縮む,Psiquiatra,수축,сокращать,krympe,kurczyć,rétrécir,encogerse,schrumpfen,收缩,çekmek,إنكمش,सिकोड़ना
3104,shawnee,45,shawne,ショーニー,Shawnee.,쇼니,шеумина,Shawnee.,shawnee.,shawnee,shawnee,Shawnee,肖伊,Shawnee,Shawnee.,शॉन
3105,youngsters,45,youngster,若者,jovens,젊은이들,молодые люди,Youngsters.,małe dzieci,jeunesse,jóvenes,Jugendliche,年轻人,gençler,الشباب,युवाओं
3106,ingredient,45,ingredi,材料,ingrediente,재료,ингредиент,ingrediens,składnik,ingrédient,ingrediente,Zutat,成分,bileşen,المكونات,घटक
3107,kiel,45,kiel,キール,kiel.,키엘,киель,Kiel.,Kiel.,kiel,kiel,Kiel,基尔,Kiel,كيل,काइल
3108,quartz,45,quartz,石英,quartzo,석영,кварц,kvarts.,kwarc,quartz,cuarzo,Quarz,石英,kuvars,كوارتز,क्वार्ट्ज
3109,impala,45,impala,インパラ,Impala.,임팔라,импала,impala.,impala.,impalla,impala,Impala,普利亚拉,impala,إتصال,इम्पाला
3110,estuary,45,estuari,河口,estuário,강어귀,устье,flodmunding,ujście,estuaire,estuario,Mündung,河口,Haliç,مصب,मुहाना
3111,nadir,45,nadir,天底,nadir,최하점,надир,nadir.,Nadir.,nadir,nadir,Nadir,Nadir.,nadir,نادر,पतन
3112,ratchet,45,ratchet,ラチェット,chave catraca,래칫 휠 장치,храповик,ratchet.,zapadkowy,rochet,trinquete,Ratsche,棘轮,cırcır,اسئلة,शाफ़्ट
3113,dandy,45,dandi,d d,dândi,멋쟁이,денди,Dandy.,elegant,dandy,dandy,Dandy,花花公子,züppe,مدهش,रंगीन मिजाज
3114,swimmer,45,swimmer,スイマー,nadador,수영 선수,пловец,svømmer,pływak,nageur,nadador,Schwimmer,游泳者,yüzücü,سباح,तैराक
3115,spleen,45,spleen,脾臓,baço,비장,селезенка,milten,śledziona,rate,bazo,Milz,脾,dalak,طحال,तिल्ली
3116,aegean,45,aegean,エーゲ,Egeu,에스해,Эгейский,Aegean.,egejski,égéen,Egeo,ägäisch,爱琴海,Ege,إيجة,Aegean
