ID,RUSSIAN,HINDI,INTERVAL
11050,глава,अध्याय,30
9430,захватывающе,उत्तेजित करनेवाला,33
3122,корсет,चोली,71
13394,революция,क्रांति,14
12562,финляндия,फिनलैंड,23
2999,желатин,जेलाटीन,88
6469,опекан,ओपेक,68
9637,подметание,झाड़ू मारना,27
8523,бон,बॉन,54
3038,тимьян,अजवायन के फूल,88
7877,лайм,चूना,58
9576,богатство,संपदा,47
2429,анк,एएनसी,90
13733,осведомленный,अवगत,12
11566,бомбардировщик,हमलावरों,23
2837,апостольский,देवदूत-संबंधी,88
8317,экзон,एक्सान,56
3031,фло,फ़्लो,88
1251,аргинин,arginine,95
3423,палиндром,मुरजबंध संबंधी,73
356,амиралтейство,नौवाहनविभाग,99
10925,гореть,मीट्रिक टन,36
9628,заслуживает внимания,गौरतलब है,46
4564,ребра,पसलियां,62
12397,разведка,सैनिक परीक्षण,24
13026,неточности,अशुद्धियों,18
12028,дисковый,डिस्क,26
14110,пришел,आया,10
5334,пропан,प्रोपेन,75
12863,испытание,चुनौती,12
111,проживание,जीवन निर्वाह,90
2571,siemens,सीमेंस,90
11484,охваченный,बह,32
11176,авторы,लेखकों,9
13288,холма,हांग,16
11328,пурпурный,नील लोहित रंग का,34
7517,центры,केन्द्रों,15
2515,казацкий,cossack,81
1529,прямая кишка,मलाशय,95
5212,почетные,आज्ञाकारिता,67
8503,гражданство,सिटिज़नशिप,54
2497,уколоть,चुभन,86
12002,пронзительный,पियरे,28
10015,директора,निर्देशकों,17
13295,католический,कैथोलिक,15
13019,объявлен,घोषित,13
9482,влиятельный,प्रभावशाली,48
10001,аннотация,सारांश,40
317,конюмин,कॉनेक्स,100
9989,северо-восток,उत्तर-पूरब,43
1663,несчастье,दुर्भाग्य,90
3155,меры предосторожности,एहतियात,70
3012,участки,अड़ोस-पड़ोस,67
10337,eta.,ईटा,41
10359,вестминстер,वेस्टमिनिस्टर,40
8824,торговец,सोदागर,47
10190,вообще,कुल मिलाकर,42
7817,грабеж,लूटपाट,48
6141,динг,झंकार,67
52,стук сердца,दिल की धड़कन,99
5771,бисер,मनका,62
3346,палочки для еды,चीनी काँटा,87
522,хлопья,कॉटनवुड,99
13034,нидерланды,नीदरलैंड,18
7532,рысь,बनबिलाव,61
10449,грузин,जॉर्जीयन्,38
5218,трахать,दु: ख उठाकर,74
6909,баллард,बेलार्ड,65
12475,ракета,मिसाइल,20
11789,актриса,अभिनेत्री,29
7845,элюр,यूलर,59
12996,бесполезный,न काम की,18
458,sharecroppingping.,बटाईदारी,100
5,ixion.,आइक्सियन,100
9031,хлористый,क्लोराइड,51
1296,ritz.,रिट्ज,95
3416,самокат,स्कूटर,82
12963,джонни,छोकरा,19
9082,жареный,तला हुआ,37
1423,тирозин,टायरोसिन,95
10230,румынский,रोमानियाई,42
5598,принудительно,बलपूर्वक,66
671,саня,लोहार का हथौड़ा,93
9790,вустершир,worcestershire,45
1121,скудно,किफ़ायत से,96
4965,посредственность,मंझला,77
14120,место,जगह,6
7979,перигелион,सूर्य समीपक,58
11573,эдисон,एडीसन,31
13906,каждый,प्रत्येक,8
5672,эдип,ईडिपस,73
13748,бейсбол,बेसबॉल,12
11935,физика,भौतिक विज्ञान,7
3707,темные очки,धूप का चश्मा,84
4221,адъютант,एजीटांट,80
3145,друже,द्रूज,88
12706,иисус,यीशु,21
8134,канцлер,कुलाधिपति,56
13781,победа,विजय,11
7498,индус,सिंधु,62
4444,аренда,किराये पर लेना,74
637,бирджер,गिर्जे का चौकीदार,99
7795,этил,एथिल,59
3283,пункты,खंड,43
1995,столбняк,धनुस्तंभ,93
14132,добавление,जोड़ना,6
9059,выбирая,चुनने,7
5897,вето,वीटो,61
3191,фантазия,ईन,87
10253,логан,लोगान,41
6649,конни,कोनी,59
1504,каяк,कश्ती,92
3513,ассимиляция,मिलाना,74
6842,вегетарианство,शाकाहारिकता,58
5532,кипарис,सरो,74
4213,tesla.,टेस्ला,81
4794,гершель,हर्शेल,78
8330,восход,सूर्योदय,56
14083,важный,महत्वपूर्ण,8
13237,владелец,गुरुजी,12
12030,фраза,मुहावरा,22
5925,дождливый,बरसाती,71
10348,мелкий,क्षुद्र,41
9271,шлем,हेलमेट,42
5600,оказаться,ऐसा न हो कि,59
11422,шахматы,शतरंज,33
3937,сходить,उतरना,38
7061,ламберт,लैम्बर्ट,64
2375,квинтон,क्विंटन,90
4742,стыдящийся,शर्मिंदा,77
6848,pino.,पिनो,65
4860,гильотина,गिलोटिन,78
14056,ли,चाहे,11
4848,бордо,bordeaux,78
14093,будущее,भविष्य,8
347,почтальон,डाकिया,100
4977,чаузер,चौसर,77
10639,транзакции,लेनदेन,36
9988,овальный,अंडाकार,43
9859,забытый,भूल गई,44
5611,таргерман,टागमैन,73
10979,нотация,नोटेशन,34
