ID,RUSSIAN,ARABE,INTERVAL
7970,радж,راج,59
2898,межведом,intercollegiate.,88
9519,шарон,شارون,48
12493,запланировано,المخطط لها,11
6049,утрехт,أوتريخت,71
11446,восемнадцатый,الثامن عشر,33
4593,параноида,المذعور,79
1629,дуплекс,دوبلكس,92
11770,фиджи,فيجي,30
9727,бюллетень,نشرة,41
9969,сдвинутый,تحول,17
6646,жизнеспособный,قابل للحياة,67
12057,содержащийся,يتضمن,7
8162,бомбей,بومباي,57
5070,мискин,miskin.,77
3132,монтегю,مونتاج,88
4155,гадюка,الافعى,67
4178,дз,داز,82
13309,удалось,تمكنت,9
14354,женщины,نحيف,11
9310,счетчик,مقرها,16
1329,горгулья,غغرة,92
37,изнасилование,اغتصاب,33
11369,преданный,مخصصة,30
13104,внутри,في داخل,17
11157,доход,الإيرادات,32
4317,clubhouse,النادي,80
8101,tiefrefer.,كاسر التعادل,58
10903,покер,لعبة البوكر,38
8554,уотергейт,watergate,55
11873,виннипег,winnipeg.,29
8210,граф.,جراف,57
5109,неопределенные,غير محدد,77
1980,bufotenin.,بوفوتينين,93
2380,криптография,تشفير,91
9929,честно говоря,بكل صراحه,44
10046,балдердаш,البلديراش,44
3018,левин,ليفين,87
14086,военный,جيش,10
11554,остаток средств,الرصيد,25
11133,шестнадцать,السادس عشر,36
12505,робин,روبن,22
14247,сила,قوة,8
1527,пигмы,بيغمي,89
155,тачка,عربة يدوية,100
10996,полярность,القطبي,33
6130,племянник,ابن شقيق,67
2504,четверка,رباعية,74
689,предписанный,المنصوص عليها,89
14261,выпускать,يطلق,8
4905,конденсатор,مكثف,75
3398,задний двор,الفناء الخلفي,86
9791,эх,إه,45
5855,маори,الماوري,68
7816,перепроверять,إعادة فحص,59
6041,тунец,تونة,70
110,дравидиан,dravidian.,100
8055,соперник,كولتر,58
811,там же,المرجع نفسه,98
6286,йод,اليود,69
8703,обнаружить,يكتشف,9
14264,нужный,ضروري,6
8527,существа,مخلوقات,46
9207,хокинс,هوكينز,50
2791,воспроизводимый,قابلة للعب,89
6056,выстрел,إطلاق نار,71
8842,реконструировать,سكير,53
767,обиспо,obispo.,98
9356,миф,خرافة,43
11384,лаура,لورا,34
3656,тукан,طقان,85
10208,тихий,هادئ,42
13550,5.,5th.,13
6026,кришна,كريشنا,71
14273,голова,رأس,9
1111,моль,مدة,95
10966,геттисберг,جيتيسبيرغ,37
2147,beldam.,بيلدام,92
1357,щелочный,القلوية,93
11050,глава,الفصل,30
8750,турбо,توربيني,52
6773,хроматография,اللوني,66
2534,типман,تيلمان,90
3823,орландский,أوتلاند,84
10023,муж,الزوج,43
11024,прибрежный,الساحلية,37
10084,гипотеза,فرضية,43
10151,рецессия,ركود اقتصادي,39
13974,объединенная,متحد,6
6709,мидфилд,خط الوسط,53
2010,поспешность,أخطاء إملائية,60
13639,к сожалению,لسوء الحظ,12
14503,распределение,توزيع,20
14196,страны,بلدان,8
10689,материковая часть,البر الرئيسى,38
5378,подстановочный знак,البدل,75
8945,тролли,المتصيدون,27
9672,решить,يحل,30
5157,губы,شفه,57
12426,молоко,حليب,24
12052,становится,يصبح,8
10924,эми,ايمي,34
13844,два,اثنين,7
10207,куртки,جاكيتز,35
4087,арендаторы,المستأجرين,61
480,мономер,أحادي المعدن,96
10246,хэллоуин,عيد الرعب,42
8801,никель,النيكل,51
9036,бэтсмен,باتران,51
4955,осесть,أكسل,77
12179,более того,بالإضافة إلى,27
6201,саботаж,تخريب,61
12354,арфакт,ألا,24
6592,крашество,كرافن,67
4096,анемия,فقر دم,83
12283,перу,بيرو,26
8576,благодарный,شاكر,49
841,багги,عربات التي تجرها الدواب,97
10101,оделась,يرتدي,25
4724,лизать,يلعق,66
3337,вестфалия,وستفاليا,87
8524,хронология,زمني,39
7045,арифметика,علم الحساب,63
6152,заморозка,شواء,70
11102,вчера,في الامس,36
64,опечален,حزنا,93
9687,баркер,برارك,46
5848,фридман,فريدمان,72
12244,аффикс,affix.,26
7242,меламин,الميلامين,63
2769,addi.,وديس,89
8073,на берегу,الى الشاطئ,58
13705,андрей,أندرو,12
2524,тиран,طاغية,84
3382,сакс,ساكس,73
4217,тоталитарный,الشمولي,67
525,электрификация,كهربة,99
10011,манни,ماني,43
14489,числа,أعداد,7
10239,легкое,رئة,39
2029,охрана,حماية,86
14279,линии,خطوط,8
9722,наблюдение,مراقبة,46
3534,youngstown.,شنكستاون,86
9878,микча,ميتش,45
739,ортогональный,متعامد,93
3123,анион,أنيون,87
5903,птичник,متعلقه بالطيور,71
13842,год,سنة,6
3048,котел,مرجل,88
7328,удовлетворение,إشباع,62
2716,шантажировать,ابتزاز,84
3615,тарантула,الرتيلاء,85
14339,обдуманный,يعتبر,5
1693,тошнота,غثيان,94
9287,kay.,كاي,49
8051,акрон,اكرون,58
9279,преувеличивать,عفريت,49
4598,заменил,حلت محلها,72
13428,предел,معقل,14
8226,mecca,مكة المكرمة,57
757,говор,كوين,98
10623,терра,terra.,39
5023,по часовой стрелке,في اتجاه عقارب الساعة,77
13269,теория,نظرية,13
6171,армада,ارمادا,69
14433,комиссия,عمولة,19
2409,акупунктура,العلاج بالإبر,91
12594,jose.,خوسيه,23
4600,одометр,عداد المسافات,79
7983,шиллинг,شيلينغ,58
10225,ископаемое,حفرية,27
1080,конфигурации,التكوينات,47
4935,убогий,بائس,66
13569,лагерь,معسكر,12
185,лилиум,lilium.,100
1428,прославленный,اللامع,95
4470,альбинизм,المهق,77
5931,сай,ساي,71
1063,ультима,ultima.,96
10840,стероидный препарат,ستيرويد,36
4479,спортивное мастерство,روح رياضية,80
635,фитц,فيتز,99
14429,по цене,سعر,18
5542,биохимия,الكيمياء الحيوية,74
5600,оказаться,خشية أن,59
7536,процессор,معالج,54
13442,неопределенно,إلى أجل غير مسمى,13
12154,эр,إيه,26
5242,монолит,مونوليث,68
2170,консул,القنصل,62
9542,подозрительный,مشبوه,46
13538,согласие,امتثال,13
11949,канал,قناة,28
5878,спелый,ناضج,71
5314,дики,dickey.,75
6605,лай,لاي,67
6859,нанимает,توظف,21
13327,движение,حركة,14
7881,квалификация,مؤهلات,21
2336,на юг,جنوبا,57
5841,сигар,سيجار,71
6221,уэслиан,wesleyan.,70
4204,как будто бы,ظاهريا,77
13122,звезды,النجوم,9
11778,неподходящий,غير ملائم,30
8492,раскрытый,outscored.,49
7454,и.,io.,61
7758,сиська,sith.,60
3032,пикколо,بيكولو,88
128,болтовня,الثرثرة,97
3874,ярлык,الاختصار,76
942,восхищение,نشوة الطرب,92
13641,восемь,ثمانية,12
14262,корпоративный,شركة كبرى,15
13543,дал,أعطى,13
13433,матовый,غير لامع,14
11932,общно,عادة,29
13431,россия,روسيا,14
13025,полковник,كولونيل,18
933,содома,سدوم,97
2423,reqssworthy.,newswshenthy.,90
12241,пабло,بابلو,26
14499,дэйвид,ديفيد,9
7876,планктон,العوالق,59
6502,накладные расходы,تكاليف غير مباشرة,68
12561,эс,es.,23
12420,кто-нибудь,شخص ما,24
3707,темные очки,نظارة شمسيه,84
7415,схватка,مشاجرة,61
4257,дилемма,معضلة,79
8137,обниматься,تعثق,58
11645,chevrolet,شيفروليه,31
8449,сейсмология,علم الزلازل,54
6604,росы,ندى,67
790,неразрешеный,disraeli.,98
5303,викинг,wiel.,75
10988,фрукты,فاكهة,33
9859,забытый,نسي,45
10802,пицца,بيتزا,38
8617,муфтий,مفتي,54
6807,орфический,orphic.,66
12869,промежуточный,فلور,20
11971,грузовик,شاحنة,25
2114,адриатики,adriatic.,92
815,вырез,خط العنق,87
13619,доступный,متوفرة,12
12464,плакат,ملصق,22
6303,иона,يونس,69
1460,неравномерно,غير متساوي,93
6865,вынужденный,ممانع,60
1339,неслыханный,غير مدهش,95
4332,ветеринар,طبيب بيطري,75
9855,окиследуктировать,oxidoreductise.,45
12865,утверждать,يجزم,15
7101,передатчик,الارسال,59
4486,грит,غريم,80
1129,ока,أوكا,95
2498,палома,بالوما,90
12824,орлеан,أورليانز,20
14094,лучший,أفضل,8
8854,далее,فصاعدا,46
6675,босч,بوش,67
11498,газеты,الصحف,15
636,лична,ليشور,99
7527,репозиторий,مخزن,61
7592,очевидно,من الواضح,11
9344,лужайка,حاوية,48
9395,anders.,أندرس,49
10574,нептун,نبتون,39
9323,фатальный,قاتلة - مهلك,25
1406,запоздание,متأخرا,95
5939,семикратно,سباعي,71
12542,рыба,سمك,20
4121,мощеный,مرصوف,61
1717,пиридон,البيريدون,94
658,высадка,مقصود,98
13518,нижний,الأسفل,13
11220,адекватный,مناسب,32
12924,jay.,جاي,16
10918,последствия,ما بعد الكارثة,38
