ID,DANOIS,ARABE,INTERVAL
13265,følelse,إحساس,15
10411,moralsk,أخلاقي,31
8119,gladiatorer.,المصارعون,45
4661,patches.,بقع,30
1231,torchbearers.,الشعلة,84
4653,standpoint.,وجهة نظر,79
1865,skiver.,تقطيع اللحم,93
4399,nameless.,غير المسمى,81
12115,kulturel,الثقافية,12
10295,rebel,المتمردين,27
13350,hastighed,سرعة,14
4668,adel,نبل,79
10570,regelmæssigt,بشكل منتظم,39
141,reis.,ريد,80
14243,færdig,منتهي,9
3448,pug,سكل,81
13583,italien.,إيطاليا,12
262,scant.,ضئيلة,100
4636,mallard.,مالارد,78
3460,tun,تون,86
11008,ambassade,السفارة,34
5588,phased.,مراحل,25
7255,covert.,سرا,63
14480,spil,يلعب,7
12657,indianapolis.,انديانابوليس,22
12204,beholder,سلة مهملات,26
8405,ulster.,أولستر,56
4767,kang.,كانغ,79
3492,byg,شعير,85
13259,indeks,فهرس,15
5385,forsigtig,الحذر,75
6063,forvrængning,تشوه,43
5979,ambitiøs,طموح,70
5928,bologna.,بولونيا,72
1262,divergens.,تشعب,61
8731,felis.,منتخب,54
4802,guitarists.,عازف الجيتار,29
9454,cooler.,برودة,48
9967,dyrt,غالي الثمن,33
14107,generel,عام,7
14134,ændringer,التغييرات,5
6472,hermes.,هيرميس,65
9667,springvand,نافورة,46
9795,sergent,شاويش,44
7472,ødemark,wilderness.,48
4387,jasmine.,الياسمين,79
6882,skoldkopper,جدري,66
8588,fahrenheit.,فهرنهايت.,55
10264,butikker.,المتاجر,23
14086,militær,جيش,10
12030,udtryk,العبارة,22
7,carbonite.,كربونيت,100
8212,leet.,ليت,57
12524,julian.,جوليان,23
5312,konfekture,الحلويات,76
14330,sort,أسود,10
6484,installere,ثبيت,22
6386,harpe,هارب,66
1118,oceanografi.,علم المحيطات,96
66,pinpoint.,يحدد بدقة,93
11968,disney.,ديزني,28
13046,simpson.,سيمبسون,18
8159,reedy.,ريدي,58
11732,forbindelse,مجمع,25
9442,bredde.,إثارة للخلاف,48
10171,ingen steder,في أي مكان,43
12055,jefferson.,جيفرسون,27
11935,fysik.,الفيزياء,7
8493,vejrtrækning,عمليه التنفس,39
1290,fejlfri,بلا عيب,96
10929,kaj.,الرصيف,34
8540,badger.,بادجر,43
1724,lukninger.,إغلاق,47
7650,quartermaster.,quarter,61
3597,primat,هزم,76
1237,forfærdelig,بفظاعة,22
6648,borderline.,خط الحدود,67
8188,meek.,ميك,57
1604,snu,خبيث ماكر,94
10835,mb.,ميغابايت,38
3616,undertøj.,الملابس الداخلية,77
4801,pandora.,باندورا,77
2084,dhoni.,دوني,92
3520,chevron.,شيفرون,85
462,kontrasteret,على النقيض,33
7910,lambeau.,لامبو,59
12155,turner.,تيرنر,27
7379,sektorer.,القطاعات,32
7356,degenereret.,misgenerated.,54
3509,micah.,ميكا,86
6593,slumkvarter,سلام,65
12251,hellig,مقدس,25
10169,hussars.,هسارس,42
13901,brugere,المستخدمون,5
7998,butch.,بوتش,59
7885,buet,منحن,36
12599,golf,جولف,23
8873,demo.,التجريبي,44
14479,hold,فريق,7
672,overtoner.,إيناج,94
9404,trump.,ورقة رابحة,46
10098,anal.,شرجي,43
12721,gas,غاز,14
7318,cesar.,سيزار,59
14379,side,جانب,10
3609,sumner.,سومنر,85
7314,malkin.,مالكين,63
13753,ohio.,أوهايو,12
6563,proctor.,بروكتور,68
13681,sendt,أرسلت,12
7751,mave,معدة,59
13321,israeli,إسرائيلي,14
9503,yemen.,اليمن,48
8635,tudse,العلجوم,53
14025,min,لي,5
897,behemoth.,بالنيموث,96
1953,kohl.,الكحل,93
13724,thomas.,توماس,12
3335,sekretariat.,سكرتارية,87
9083,skyskraber.,ناطحة سحاب,48
13665,skød,حجر,10
13154,studerende,الطلاب,12
10019,cabot.,كابوت,44
12817,berlin.,برلين,20
12472,ann.,آن.,18
9916,bestemmelser,أحكام,37
2699,krystallinsk,بلوري,89
14012,magt,قد,6
13147,smuk,جميلة,17
9339,uganda.,أوغندا,49
8060,pacers.,بيسرز,54
8474,måling,تهدف,21
7409,bohemian.,البوهيمي,59
4980,sahib.,صاحظ,78
11856,glen,غلين,29
9006,coventry.,كوفنتري,52
6126,garland.,جارلاند,69
14266,kommentar,تعليق,5
8280,blokade,حصار,53
12325,ekstratropisk,السخرية,25
6695,preamble.,ديباجة,67
8805,symfoni,سمفونية,52
2072,pokal,كأس,91
7531,ballistic.,البالستيسي,52
10549,spise.,يتناول الطعام,15
3155,forholdsregler,احتياطات,71
14281,profit,ربح,29
13584,størrelse,بحجم,12
14469,dokument,وثيقة,12
8621,flydende,يطفو على السطح,43
12913,række,صف,18
14507,centrum,مركز,9
12934,fred.,فريد,19
1525,lube.,تشحيم,95
12260,panda.,الباندا,25
4995,sphenic.,بدل,78
8685,opstod,نشأ,54
7274,malaria.,ملاريا,63
6384,vilkårligt.,على نحو إستبدادي,69
10209,vædde,رهان,36
3592,pude,وسادة,79
3437,degas.,دغا,87
2642,homeopati.,علاج بالمواد الطبيعية,90
9646,fyrværkeri,العاب ناريه,45
1335,bilbo.,بيلبو,96
14109,john,جون,8
13060,kold,البرد,18
11436,reed.,قصب,33
11364,jacob,جاكوب,34
14148,foreslog,مقترح,9
14078,politisk,سياسي,10
10707,canyon.,كانيون,38
13861,han,هو,6
2243,quoth.,كوت,91
10968,delaware.,ديلاوير,37
3750,petticoat.,ثوب نسائي,77
12759,religion,دين,20
5219,tucky.,توكي,76
556,hoppe tilbage,خطوة للخلف,99
13045,disco,ديسكو,18
9864,sig.,سيج,45
13705,andrew.,أندرو,12
4535,smartere,أكثر ذكاء,80
12731,perfekt,في احسن الاحوال,21
9371,reich.,رايخ,49
1401,margarita.,مارغريتا,95
10346,drivhus,البيت الأخضر,41
13193,brugervejledning,كتيب,16
1971,bantu.,بانتو,93
7753,wight.,وايت,60
13001,massakre,مذبحة,17
9205,dolly.,دوللي,50
8305,nautica.,نوتيكا,57
10834,turisme,السياحة,38
5539,haag.,لاهاي,74
12989,hørt.,سمع,19
6589,overtog,وضرب,68
4894,dykker,غواص,64
10896,opdeler.,تشهيري,19
12673,sammensværgelse,مؤامرة,22
4898,bren.,برهن,78
9175,sk.,مكن,50
347,postbud,ساعي البريد,100
8512,tourette.,توريت,55
7512,brom.,برومو,62
12709,aren.,أرين,21
7860,blik,يلمح,55
1493,fiksering,تثبيت,92
13631,portal.,منفذ,12
5741,judas.,يهوذا,73
7427,ruin,خراب,35
10084,hypotese,فرضية,43
13276,vejr,الجو,15
12839,forår,الخريف,17
3849,camilla.,كاميلا,84
2212,forkortet,أخرق,87
11058,hugh.,هيو,36
12937,tilstrækkelig,كاف,15
12959,værdi,القيمة,16
9606,seth.,سيث.,47
10234,eksplicit.,صراحة,42
6674,rodman.,رادمان,67
9327,døbt,مدبلجة,40
9082,fried.,المقلية,38
3351,blob.,سائل لزج,84
410,booger.,بوجر,98
8267,chee.,تشي.,57
3247,grosso.,جروسو,88
14238,ting,أشياء,8
8933,holdkammerater,زملائه في الفريق,29
6519,sklerose,التصلب,68
7116,bust.,الكساد,50
7072,genindlæsning,إعادة تحميل,53
3156,præstedømme.,كهنوت,88
3202,bakteriel,البكتيريا,88
8819,grave,حفر,44
8275,vindmølle,طاحونة,55
7153,skilsmisse,طلاق,58
10001,abstrakt,نبذة مختصرة,41
693,shiraz.,شيراز,98
2378,armbånd,إسورة,85
11168,undskyldning,عذر,33
10254,halifax.,هاليفاكس,42
10740,kingston.,كينغستون,38
6929,forskelligt,بشكل مختلف,65
2418,nedstrøms.,المصطب,91
6554,bhutan.,بوتان,68
9115,misforståelse,سوء فهم,43
13347,disambiguation.,الغموض,15
2231,brownie.,جنية سمراء صغيرة,88
12915,touchdowns.,الهبوط,9
10777,fantastisk,مدهش,38
7331,router,راوتر,61
14261,frigøre,يطلق,8
2451,latterligt,ضحك,38
4092,tutu.,توتو,83
7911,encyclopaedic.,موسوعي,59
7447,derry.,دخر,62
13438,litteratur,المؤلفات,14
9156,aberdeen.,أبردين,51
13527,teknologi,تقنية,12
7497,frivillig,تطوعي,62
8331,lader,الفتى,53
9090,chokeret,صدمت,24
5309,sprinter.,العداء,59
3707,solbriller,نظارة شمسيه,84
2437,lumpy.,محفر,91
5211,varer,بضائع,68
9252,metric.,قياس,48
311,sari.,ساري,97
4615,uvæsentlig,غير مهم,80
5891,dinosaurer.,الديناصورات,50
8196,finansieret,ممول,21
4699,hummer.,مطرقة 🔨,79
14071,højre,يمين,7
2825,glimrende,رائعة,89
3416,scooter.,سكوتر,83
6646,levedygtig,قابل للحياة,67
12080,iranian.,إيراني,25
242,reaktivt,رد الفعل,35
11400,warner.,وارنر,33
12258,han-,الذكر,24
13257,forsigtigt,بحرص,7
8702,styrte,إطاحة,52
1169,subtype.,النوع الفرعي,93
10246,halloween.,عيد الرعب,42
13876,regering,حكومة,9
11830,med titlen,بعنوان,8
12950,fredag,يوم الجمعة,19
12583,grube,حفرة,17
7103,uddød,ينقرض,43
6429,huset,عكسي,10
8585,sen.,السناتور,55
9783,folde,يطوى,33
5380,dismal,كئيب,75
14394,spørgsmål,سؤال,5
8899,undervist,يعلم,52
11695,skygge,ظل,28
7978,magnesium.,المغنيسيوم,59
9925,leicester.,ليستر,44
5655,stephane.,ستيفان,73
13230,flyvningen,رحلة طيران,15
6161,mayan.,مايان,66
3148,puget.,بوتشيت,88
5710,abducted.,اختطف,50
804,petroleum.,الكيروسين,98
6850,mold.,قالب,56
9438,krukke,إناء,46
14174,manager,مدير,9
11231,patrulje,دورية,25
6375,uorganiseret,disormanized.,68
9747,quarterbacks.,قورتربك,14
7573,rave,الهذيان,51
4961,gedehams,زنبور,54
3349,afskaffelseisme.,إلغاثة,86
1056,serine.,سيرين,91
4790,drury.,دروري,79
11666,tyveri,سرقة,31
12011,newcastle.,نيوكاسل,28
4709,homøostase,بيتسوستاسي,79
5506,ustabilitet,عدم الاستقرار,74
12693,mus,الفأر,22
13579,korea,كوريا,12
6679,forkortelser.,الاختصارات,41
4142,mørkere,أغمق,82
122,salaam.,سلام.,100
12594,jose.,خوسيه,23
11080,fantom,شبح,32
467,forhøre,استعلام,70
7013,pudding.,بودنغ,61
13405,rugby,كرة القدم الامريكية,14
5967,argon.,الأرجون,71
7503,lily.,زنبق,61
10664,klan,عشيرة - قبيلة,35
10048,brød,رغيف الخبز,43
14102,officiel,رسمي,9
8430,pollock.,بولوك,56
662,yule.,عيد ميلاد المسيح,98
9923,rubin,روبي,44
10525,lille bitte,صغير جدا,40
13517,trykt,طبعة,11
12107,kontrolleret,خاضع للسيطرة,11
5515,reklame.,الإعلان,61
3946,bastards.,الأوباش,55
11394,kammer,غرفة,26
12733,rushing.,التسرع,12
12864,valg,خيار,19
11467,derved,وبذلك,33
399,bicarbonat.,بيكربونات,100
11404,frk,آنسة,33
2456,lavede mad,مطبوخ,23
661,ringer.,المتصلين,64
11241,vred,غاضب,35
9958,scots.,الاسكتلندي,30
580,gujarati.,الغوجاراتاتي,99
13524,ekko,صدى صوت,13
5026,holla.,هلا,77
8925,ir.,حية,47
2039,bankmand,مصرفي,83
13857,efter,بعد,5
10801,hayes.,هايز,31
8866,klan.,كلان,52
8573,hubble.,هابل,55
9230,mursten,قالب طوب,45
13690,penge,مال,12
10369,algebra,الجبر,39
1583,phenylalanin,فينيلالانين,94
431,curtailed.,تقليص,84
8877,spildevand,مياه المجاري,52
5708,komedieserie,مسلسل كوميدي,67
7439,ørred,سمك السلمون المرقط,62
4573,ribosome.,ريبوسوم,70
3380,bevidst,عن علم,87
4915,efterkrig,بعد الحرب,78
6665,indtræden,التوغل,59
9047,svævefly,طائرة شراعية,45
14055,komme,يأتي,7
3829,croat.,كرواتي,84
2791,spilbar,قابلة للعب,89
3554,omni.,اومني,86
6632,marseille.,مرسيليا,60
14354,kvinder,نحيف,11
4923,omlægges,إعادة جدولة,73
0,intents.,النوايا,7
847,althea.,ألثيا,98
1155,gangrene.,الغرغرينا,96
9693,gepard,الفهد,44
1980,bufotenin.,بوفوتينين,93
9609,lineman.,خطاط,47
8110,halvmåne,هلال,58
340,bedsteforældre,الجد والجدة,80
478,triphosphat,triphoshosphfes.,99
11616,racisme,عنصرية,31
9854,kairo.,القاهرة,45
176,clostridium.,كلوستريديوم,100
13375,enzym.,إنزيم,14
3668,skepsis,الشك,55
2358,afsaltning,تحلية المياه,90
1915,donuts.,دونات,86
8449,seismologi.,علم الزلازل,54
14077,punkt,نقطة,6
6871,klon,استنساخ,38
10941,lima.,ليما,36
8667,elfenben,عاج,54
11337,shit.,القرف,33
2285,sneakers.,أحذية رياضية,89
7412,fitch.,فيتش,62
13207,flertal,غالبية,8
9303,lenin.,لينين,48
4078,bellevue.,بيلفو,83
5220,simulering,محاكاة,38
8931,barndom,مرحلة الطفولة,52
2352,ayatollah.,آية الله,89
13608,hant.,هانت,12
6018,inkarnation,تجسد,48
7704,vaskebjørn,الراكون,60
12930,forblive,تظل,9
11909,bubba.,بوبا,29
5660,kiste,نعش,70
234,grin,ابتسامة,91
11514,ps.,ملاحظة,32
119,camara.,كامارا,100
8576,taknemmelig,شاكر,49
3057,cardstock.,كاردستوك,88
8368,hallows.,الأقداس,55
13634,uregistreret,غير مسجل,12
10928,forhandlinger,مفاوضات,25
4119,ava.,افا,82
5711,entre,إترب,72
13937,meget,جداً,8
2598,mesterværk,تحفة,82
8132,uni.,أيد,57
13330,champignon,فطر,15
6984,blande,يتدخل,37
12426,mælk,حليب,24
8266,ee.,هيا,57
11071,eksplosiv,مادة متفجرة,18
6826,om forladelse,استميحك عذرا,62
10930,sparta.,سبارتا,37
1093,ål,ثعابين,63
5993,optimering,الاقوي,51
2597,læsere,القراء,90
858,konstruktioner.,اعمال البناء,5
8658,smuds,التراب,54
11494,shalom.,شالوم,32
3498,færdighed,إجادة,73
2645,autokrati,حكم الفرد المطلق,90
12119,cirkulation,الدوران,23
3685,captives.,الأسرى,53
3633,sagittarius.,برج القوس,85
12197,flagermus,مضرب,9
13518,bund,الأسفل,13
12886,effekter,تأثيرات,10
157,hæftemaskine,كابسة ورق,100
2984,cong.,نتوء,88
2683,karrosseri,هيكل السيارة,89
7189,marina,مارينا,63
5409,sikrere,أكثر أمانا,75
13862,flere år,سنين,6
12859,josh.,جوش,20
6181,bess.,بيس,70
6191,heh.,هه,70
1094,butanol.,بوتانول,96
5046,hyper.,هما,77
8482,korn,قمح,50
5754,paresy.,شلل,73
12676,forsøg,التجربة,19
395,buttede,بدين,100
3306,hex,عرافة,85
11245,ristet brød,خبز محمص,34
8454,ønsket,مستهدف,27
13129,alabama.,ألاباما,17
10714,gail.,جيل,38
2277,justinian.,جستينيان,91
8581,wreck.,حطام سفينة,45
7795,ethyl.,الإيثيل,60
4800,exposing.,الكشف,35
10159,træner,مدرب,37
7208,påvirker,يؤثر,9
1557,beamer.,متعاطي المخدرات,95
8036,heck.,تبا,59
6932,virgil.,فيرجيل,65
14504,løber,أشواط,7
749,botulisme.,التسمم الوشيقي,98
7283,carom.,كاروم,62
1146,aikido.,ايكيدو,96
12416,chile.,شيلي,24
5083,ostekage,تشيز كيك,76
3229,hyæne,الضبع,88
11746,bb.,ببي,29
12237,geografi,جغرافية,26
600,nightshirt.,قميص النوم,99
12401,værdifuld,ذو قيمة,24
10477,ira.,الجيش الجمهوري الايرلندي,40
57,sultende,متضور جوعا,84
3667,sanktion,عقوبة,14
3015,huntley.,هنتلي,88
5527,brest.,بريست,74
8836,jamestown.,جيمستاون,53
7619,magisk.,سحري,22
1529,endetarm,المستقيم,95
631,uncut.,غير مختصر,99
5935,hoc.,مخصص,72
11300,mental,عقلي,30
13787,død,الموت,9
7892,allieret,حليف,18
8977,snigskytte,قناص,48
1448,ting.,تينغ,84
8803,pong.,بونغ,53
12856,bureau,وكالة,16
9563,lg.,إل جي,47
10203,atom,ذرة,25
5062,vesuvius.,فيسوفيوس,77
10225,fossil,حفرية,27
13183,implementeret.,نشر,13
11895,udbrud,التفشي,28
7603,embargo,الحصار,59
5137,illuminati.,المتنورين,77
4851,holstein.,هولشتاين,78
8589,doser.,دوسر,55
10128,simmons.,سيمونز,43
14150,i stand,قادر,6
11729,leveret,تم التوصيل,24
8162,bombay.,بومباي,58
4477,årbog,الكتاب السنوي,80
6177,bigfoot.,فوت,70
12866,ca.,كا,20
7249,burgess.,بقي,61
2523,spanking.,الردف,82
5830,breech.,المؤخرة,57
11722,hudson.,هدسون,30
5170,provokere,يستفز,50
1666,oboe.,مضاهاة,93
4680,undisclosed.,لم يكشف عنه,79
2994,blume.,بلاء,88
2385,flagrant.,صارخ,91
8480,implikationer,آثار,40
919,buffs.,محوف,73
1394,skille sig ud,دافع عن كرامته,93
11926,bibel,الكتاب المقدس,28
7665,pas på,حذار,61
13118,fn.,الأمم المتحدة,17
1414,opmærksomhed,زود الطعام,69
8876,coaster.,كوستر,51
2754,bryggeri,مصنع الجعة,82
12945,gradering,وضع العلامات,15
4127,oktan.,أوكتان,82
14356,kilder,مصادر,6
13603,japansk,اليابانية,12
9906,didnt.,لم.,44
13838,ny,جديد,6
4378,saxons.,السكسونات,53
12319,pitcher.,جرة,20
12239,ægte,حقيقي. صادق. صميم,23
3382,sax,ساكس,73
2732,troposfærisk,التروبوسفير,76
6474,aftershocks.,ارتداد,55
9768,spændinger,التوترات,35
4431,dorado.,دورادو,81
4065,peroxide.,بيوروكسيد,81
13430,rose,الوردة,13
7977,knude,عقدة,28
7676,utallige,لا يحصى,61
11214,paleontologi.,علم الحفريات,35
7896,knust,تحطمت,53
9700,parodi,محاكاة ساخرة,38
10922,newfoundland.,نيوفاوندلاند,37
5163,rabat,خصم,57
6760,perifer.,الطرفية,60
2114,adriaterhavet.,adriatic.,92
825,condominiums.,الوحدات السكنية,84
10517,litterære.,الأدبي,40
7811,rove,روف,59
8913,clip.,كليب,38
937,chekhov.,الشيخوف,97
8361,med det samme,فورا,56
8807,opfattelse,المعرفة,47
11876,genindsæt,إعادة إدخال,8
8228,vakuum,مكنسة كهرباء,57
7045,aritmetik,علم الحساب,63
9437,gateway.,بوابة,48
13288,hong.,هونغ,16
11406,høg,هوك,18
5726,uvirkelig,غير حقيقي,72
8634,vrøvl,القمامة,54
10483,intel.,شركة انتل,40
10467,nad.,ناد,40
8316,frosset,المجمدة,57
5478,southbound.,جنوبا.,75
2396,drone,طائرة بدون طيار,84
3570,jaloux,غيور,85
6046,tsar.,القيصر,71
13339,kong.,كونغ,15
4276,underverden,underworld.,81
8292,venture.,المغامر,49
4227,clamshells.,صدفي,81
7991,transistor.,الترانزستور,56
955,kvadratur,التدريبات,97
